Nx = 31
Nt = 750
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
432(17.28); 16.5542; 16.5542; 16.536; 16.4998; 16.446; 16.3752; 16.2883; 16.1863; 16.0704; 15.942; 15.8025; 15.6536; 15.497; 15.3346; 15.1683; 15; 14.8317; 14.6654; 14.503; 14.3464; 14.1975; 14.058; 13.9296; 13.8137; 13.7117; 13.6248; 13.554; 13.5002; 13.464; 13.4458; 13.4458; 
433(17.32); 16.547; 16.547; 16.5288; 16.4928; 16.4392; 16.3688; 16.2823; 16.1808; 16.0654; 15.9376; 15.7987; 15.6505; 15.4947; 15.333; 15.1675; 15; 14.8325; 14.667; 14.5053; 14.3495; 14.2013; 14.0624; 13.9346; 13.8192; 13.7177; 13.6312; 13.5608; 13.5072; 13.4712; 13.453; 13.453; 
434(17.36); 16.5398; 16.5398; 16.5217; 16.4858; 16.4325; 16.3624; 16.2763; 16.1753; 16.0605; 15.9332; 15.795; 15.6475; 15.4924; 15.3315; 15.1667; 15; 14.8333; 14.6685; 14.5076; 14.3525; 14.205; 14.0668; 13.9395; 13.8247; 13.7237; 13.6376; 13.5675; 13.5142; 13.4783; 13.4602; 13.4602; 
435(17.4); 16.5326; 16.5326; 16.5146; 16.4789; 16.4258; 16.356; 16.2704; 16.1698; 16.0555; 15.9288; 15.7913; 15.6445; 15.4901; 15.3299; 15.1659; 15; 14.8341; 14.6701; 14.5099; 14.3555; 14.2087; 14.0712; 13.9445; 13.8302; 13.7296; 13.644; 13.5742; 13.5211; 13.4854; 13.4674; 13.4674; 
436(17.44); 16.5254; 16.5254; 16.5075; 16.472; 16.4192; 16.3497; 16.2644; 16.1643; 16.0506; 15.9245; 15.7876; 15.6414; 15.4878; 15.3284; 15.1652; 15; 14.8348; 14.6716; 14.5122; 14.3586; 14.2124; 14.0755; 13.9494; 13.8357; 13.7356; 13.6503; 13.5808; 13.528; 13.4925; 13.4746; 13.4746; 
437(17.48); 16.5183; 16.5183; 16.5005; 16.4651; 16.4125; 16.3434; 16.2585; 16.1589; 16.0457; 15.9202; 15.7839; 15.6385; 15.4855; 15.3269; 15.1644; 15; 14.8356; 14.6731; 14.5145; 14.3615; 14.2161; 14.0798; 13.9543; 13.8411; 13.7415; 13.6566; 13.5875; 13.5349; 13.4995; 13.4817; 13.4817; 
438(17.52); 16.5112; 16.5112; 16.4935; 16.4583; 16.4059; 16.3371; 16.2527; 16.1535; 16.0408; 15.9159; 15.7803; 15.6355; 15.4832; 15.3253; 15.1636; 15; 14.8364; 14.6747; 14.5168; 14.3645; 14.2197; 14.0841; 13.9592; 13.8465; 13.7473; 13.6629; 13.5941; 13.5417; 13.5065; 13.4888; 13.4888; 
439(17.56); 16.5042; 16.5042; 16.4865; 16.4515; 16.3994; 16.3309; 16.2468; 16.1481; 16.0359; 15.9116; 15.7766; 15.6325; 15.481; 15.3238; 15.1629; 15; 14.8371; 14.6762; 14.519; 14.3675; 14.2234; 14.0884; 13.9641; 13.8519; 13.7532; 13.6691; 13.6006; 13.5485; 13.5135; 13.4958; 13.4958; 
440(17.6); 16.4971; 16.4971; 16.4796; 16.4447; 16.3929; 16.3247; 16.241; 16.1427; 16.0311; 15.9074; 15.773; 15.6296; 15.4787; 15.3223; 15.1621; 15; 14.8379; 14.6777; 14.5213; 14.3704; 14.227; 14.0926; 13.9689; 13.8573; 13.759; 13.6753; 13.6071; 13.5553; 13.5204; 13.5029; 13.5029; 
441(17.64); 16.4902; 16.4902; 16.4727; 16.4379; 16.3864; 16.3185; 16.2352; 16.1374; 16.0263; 15.9031; 15.7694; 15.6266; 15.4765; 15.3208; 15.1614; 15; 14.8386; 14.6792; 14.5235; 14.3734; 14.2306; 14.0969; 13.9737; 13.8626; 13.7648; 13.6815; 13.6136; 13.5621; 13.5273; 13.5098; 13.5098; 
442(17.68); 16.4832; 16.4832; 16.4658; 16.4312; 16.3799; 16.3123; 16.2294; 16.1321; 16.0215; 15.8989; 15.7658; 15.6237; 15.4743; 15.3193; 15.1606; 15; 14.8394; 14.6807; 14.5257; 14.3763; 14.2342; 14.1011; 13.9785; 13.8679; 13.7706; 13.6877; 13.6201; 13.5688; 13.5342; 13.5168; 13.5168; 
443(17.72); 16.4763; 16.4763; 16.459; 16.4246; 16.3734; 16.3062; 16.2237; 16.1268; 16.0167; 15.8947; 15.7622; 15.6208; 15.4721; 15.3178; 15.1598; 15; 14.8402; 14.6822; 14.5279; 14.3792; 14.2378; 14.1053; 13.9833; 13.8732; 13.7763; 13.6938; 13.6266; 13.5754; 13.541; 13.5237; 13.5237; 
444(17.76); 16.4694; 16.4694; 16.4522; 16.4179; 16.367; 16.3001; 16.218; 16.1216; 16.012; 15.8905; 15.7587; 15.6179; 15.4699; 15.3163; 15.1591; 15; 14.8409; 14.6837; 14.5301; 14.3821; 14.2413; 14.1095; 13.988; 13.8784; 13.782; 13.6999; 13.633; 13.5821; 13.5478; 13.5306; 13.5306; 
445(17.8); 16.4625; 16.4625; 16.4454; 16.4113; 16.3606; 16.2941; 16.2123; 16.1163; 16.0073; 15.8864; 15.7551; 15.615; 15.4677; 15.3149; 15.1584; 15; 14.8416; 14.6851; 14.5323; 14.385; 14.2449; 14.1136; 13.9927; 13.8837; 13.7877; 13.7059; 13.6394; 13.5887; 13.5546; 13.5375; 13.5375; 
446(17.84); 16.4557; 16.4557; 16.4386; 16.4047; 16.3543; 16.288; 16.2066; 16.1111; 16.0026; 15.8822; 15.7516; 15.6121; 15.4655; 15.3134; 15.1576; 15; 14.8424; 14.6866; 14.5345; 14.3879; 14.2484; 14.1178; 13.9974; 13.8889; 13.7934; 13.712; 13.6457; 13.5953; 13.5614; 13.5443; 13.5443; 
447(17.88); 16.4489; 16.4489; 16.4319; 16.3981; 16.348; 16.282; 16.201; 16.1059; 15.9979; 15.8781; 15.7481; 15.6093; 15.4633; 15.3119; 15.1569; 15; 14.8431; 14.6881; 14.5367; 14.3907; 14.2519; 14.1219; 14.0021; 13.8941; 13.799; 13.718; 13.652; 13.6019; 13.5681; 13.5511; 13.5511; 
448(17.92); 16.4421; 16.4421; 16.4252; 16.3916; 16.3417; 16.276; 16.1954; 16.1008; 15.9932; 15.874; 15.7446; 15.6064; 15.4612; 15.3105; 15.1562; 15; 14.8438; 14.6895; 14.5388; 14.3936; 14.2554; 14.126; 14.0068; 13.8992; 13.8046; 13.724; 13.6583; 13.6084; 13.5748; 13.5579; 13.5579; 
449(17.96); 16.4354; 16.4354; 16.4186; 16.3851; 16.3354; 16.2701; 16.1898; 16.0956; 15.9886; 15.8699; 15.7411; 15.6036; 15.459; 15.309; 15.1554; 15; 14.8446; 14.691; 14.541; 14.3964; 14.2589; 14.1301; 14.0114; 13.9044; 13.8102; 13.7299; 13.6646; 13.6149; 13.5814; 13.5646; 13.5646; 
450(18); 16.4287; 16.4287; 16.412; 16.3787; 16.3292; 16.2641; 16.1843; 16.0905; 15.984; 15.8659; 15.7377; 15.6008; 15.4569; 15.3076; 15.1547; 15; 14.8453; 14.6924; 14.5431; 14.3992; 14.2623; 14.1341; 14.016; 13.9095; 13.8157; 13.7359; 13.6708; 13.6213; 13.588; 13.5713; 13.5713; 
451(18.04); 16.422; 16.422; 16.4054; 16.3722; 16.323; 16.2582; 16.1787; 16.0854; 15.9794; 15.8618; 15.7342; 15.598; 15.4547; 15.3061; 15.154; 15; 14.846; 14.6939; 14.5453; 14.402; 14.2658; 14.1382; 14.0206; 13.9146; 13.8213; 13.7418; 13.677; 13.6278; 13.5946; 13.578; 13.578; 
452(18.08); 16.4154; 16.4154; 16.3988; 16.3658; 16.3168; 16.2524; 16.1732; 16.0803; 15.9748; 15.8578; 15.7308; 15.5952; 15.4526; 15.3047; 15.1533; 15; 14.8467; 14.6953; 14.5474; 14.4048; 14.2692; 14.1422; 14.0252; 13.9197; 13.8268; 13.7476; 13.6832; 13.6342; 13.6012; 13.5846; 13.5846; 
453(18.12); 16.4088; 16.4088; 16.3923; 16.3594; 16.3107; 16.2465; 16.1678; 16.0753; 15.9703; 15.8538; 15.7274; 15.5924; 15.4505; 15.3033; 15.1525; 15; 14.8475; 14.6967; 14.5495; 14.4076; 14.2726; 14.1462; 14.0297; 13.9247; 13.8322; 13.7535; 13.6893; 13.6406; 13.6077; 13.5912; 13.5912; 
454(18.16); 16.4022; 16.4022; 16.3858; 16.3531; 16.3045; 16.2407; 16.1623; 16.0703; 15.9657; 15.8498; 15.724; 15.5896; 15.4484; 15.3019; 15.1518; 15; 14.8482; 14.6981; 14.5516; 14.4104; 14.276; 14.1502; 14.0343; 13.9297; 13.8377; 13.7593; 13.6955; 13.6469; 13.6142; 13.5978; 13.5978; 
455(18.2); 16.3957; 16.3957; 16.3793; 16.3468; 16.2985; 16.2349; 16.1569; 16.0653; 15.9612; 15.8459; 15.7206; 15.5869; 15.4463; 15.3005; 15.1511; 15; 14.8489; 14.6995; 14.5537; 14.4131; 14.2794; 14.1541; 14.0388; 13.9347; 13.8431; 13.7651; 13.7015; 13.6532; 13.6207; 13.6043; 13.6043; 
456(18.24); 16.3892; 16.3892; 16.3729; 16.3405; 16.2924; 16.2291; 16.1515; 16.0603; 15.9567; 15.8419; 15.7172; 15.5841; 15.4442; 15.2991; 15.1504; 15; 14.8496; 14.7009; 14.5558; 14.4159; 14.2828; 14.1581; 14.0433; 13.9397; 13.8485; 13.7709; 13.7076; 13.6595; 13.6271; 13.6108; 13.6108; 
457(18.28); 16.3827; 16.3827; 16.3665; 16.3342; 16.2864; 16.2234; 16.1461; 16.0554; 15.9523; 15.838; 15.7139; 15.5814; 15.4421; 15.2977; 15.1497; 15; 14.8503; 14.7023; 14.5579; 14.4186; 14.2861; 14.162; 14.0477; 13.9446; 13.8539; 13.7766; 13.7136; 13.6658; 13.6335; 13.6173; 13.6173; 
458(18.32); 16.3762; 16.3762; 16.3601; 16.328; 16.2804; 16.2177; 16.1408; 16.0504; 15.9478; 15.8341; 15.7106; 15.5787; 15.4401; 15.2963; 15.149; 15; 14.851; 14.7037; 14.5599; 14.4213; 14.2894; 14.1659; 14.0522; 13.9496; 13.8592; 13.7823; 13.7196; 13.672; 13.6399; 13.6238; 13.6238; 
459(18.36); 16.3698; 16.3698; 16.3537; 16.3218; 16.2744; 16.212; 16.1354; 16.0455; 15.9434; 15.8302; 15.7072; 15.576; 15.438; 15.2949; 15.1483; 15; 14.8517; 14.7051; 14.562; 14.424; 14.2928; 14.1698; 14.0566; 13.9545; 13.8646; 13.788; 13.7256; 13.6782; 13.6463; 13.6302; 13.6302; 
460(18.4); 16.3634; 16.3634; 16.3474; 16.3156; 16.2684; 16.2064; 16.1301; 16.0407; 15.939; 15.8263; 15.7039; 15.5733; 15.436; 15.2935; 15.1476; 15; 14.8524; 14.7065; 14.564; 14.4267; 14.2961; 14.1737; 14.061; 13.9593; 13.8699; 13.7936; 13.7316; 13.6844; 13.6526; 13.6366; 13.6366; 
461(18.44); 16.357; 16.357; 16.3411; 16.3095; 16.2625; 16.2007; 16.1249; 16.0358; 15.9346; 15.8225; 15.7007; 15.5706; 15.4339; 15.2922; 15.1469; 15; 14.8531; 14.7078; 14.5661; 14.4294; 14.2993; 14.1775; 14.0654; 13.9642; 13.8751; 13.7993; 13.7375; 13.6905; 13.6589; 13.643; 13.643; 
462(18.48); 16.3507; 16.3507; 16.3349; 16.3034; 16.2566; 16.1951; 16.1196; 16.031; 15.9302; 15.8186; 15.6974; 15.568; 15.4319; 15.2908; 15.1463; 15; 14.8537; 14.7092; 14.5681; 14.432; 14.3026; 14.1814; 14.0698; 13.969; 13.8804; 13.8049; 13.7434; 13.6966; 13.6651; 13.6493; 13.6493; 
463(18.52); 16.3444; 16.3444; 16.3286; 16.2973; 16.2508; 16.1895; 16.1144; 16.0262; 15.9259; 15.8148; 15.6941; 15.5653; 15.4299; 15.2894; 15.1456; 15; 14.8544; 14.7106; 14.5701; 14.4347; 14.3059; 14.1852; 14.0741; 13.9738; 13.8856; 13.8105; 13.7492; 13.7027; 13.6714; 13.6556; 13.6556; 
464(18.56); 16.3381; 16.3381; 16.3224; 16.2912; 16.2449; 16.184; 16.1092; 16.0214; 15.9216; 15.811; 15.6909; 15.5627; 15.4279; 15.2881; 15.1449; 15; 14.8551; 14.7119; 14.5721; 14.4373; 14.3091; 14.189; 14.0784; 13.9786; 13.8908; 13.816; 13.7551; 13.7088; 13.6776; 13.6619; 13.6619; 
465(18.6); 16.3319; 16.3319; 16.3163; 16.2852; 16.2391; 16.1785; 16.104; 16.0166; 15.9173; 15.8072; 15.6877; 15.5601; 15.4259; 15.2867; 15.1442; 15; 14.8558; 14.7133; 14.5741; 14.4399; 14.3123; 14.1928; 14.0827; 13.9834; 13.896; 13.8215; 13.7609; 13.7148; 13.6837; 13.6681; 13.6681; 
466(18.64); 16.3257; 16.3257; 16.3101; 16.2792; 16.2333; 16.173; 16.0988; 16.0119; 15.913; 15.8034; 15.6845; 15.5574; 15.4239; 15.2854; 15.1435; 15; 14.8565; 14.7146; 14.5761; 14.4426; 14.3155; 14.1966; 14.087; 13.9881; 13.9012; 13.827; 13.7667; 13.7208; 13.6899; 13.6743; 13.6743; 
467(18.68); 16.3195; 16.3195; 16.304; 16.2732; 16.2276; 16.1675; 16.0937; 16.0071; 15.9087; 15.7997; 15.6813; 15.5548; 15.4219; 15.2841; 15.1429; 15; 14.8571; 14.7159; 14.5781; 14.4452; 14.3187; 14.2003; 14.0913; 13.9929; 13.9063; 13.8325; 13.7724; 13.7268; 13.696; 13.6805; 13.6805; 
468(18.72); 16.3133; 16.3133; 16.2979; 16.2673; 16.2218; 16.162; 16.0886; 16.0024; 15.9045; 15.796; 15.6781; 15.5523; 15.42; 15.2827; 15.1422; 15; 14.8578; 14.7173; 14.58; 14.4477; 14.3219; 14.204; 14.0955; 13.9976; 13.9114; 13.838; 13.7782; 13.7327; 13.7021; 13.6867; 13.6867; 
469(18.76); 16.3072; 16.3072; 16.2919; 16.2614; 16.2161; 16.1566; 16.0835; 15.9978; 15.9003; 15.7922; 15.6749; 15.5497; 15.418; 15.2814; 15.1415; 15; 14.8585; 14.7186; 14.582; 14.4503; 14.3251; 14.2078; 14.0997; 14.0022; 13.9165; 13.8434; 13.7839; 13.7386; 13.7081; 13.6928; 13.6928; 
470(18.8); 16.3011; 16.3011; 16.2858; 16.2555; 16.2105; 16.1512; 16.0785; 15.9931; 15.8961; 15.7885; 15.6718; 15.5471; 15.416; 15.2801; 15.1409; 15; 14.8591; 14.7199; 14.584; 14.4529; 14.3282; 14.2115; 14.1039; 14.0069; 13.9215; 13.8488; 13.7895; 13.7445; 13.7142; 13.6989; 13.6989; 
471(18.84); 16.295; 16.295; 16.2798; 16.2496; 16.2048; 16.1458; 16.0734; 15.9885; 15.8919; 15.7849; 15.6686; 15.5446; 15.4141; 15.2788; 15.1402; 15; 14.8598; 14.7212; 14.5859; 14.4554; 14.3314; 14.2151; 14.1081; 14.0115; 13.9266; 13.8542; 13.7952; 13.7504; 13.7202; 13.705; 13.705; 
472(18.88); 16.289; 16.289; 16.2739; 16.2438; 16.1992; 16.1405; 16.0684; 15.9838; 15.8877; 15.7812; 15.6655; 15.542; 15.4122; 15.2775; 15.1396; 15; 14.8604; 14.7225; 14.5878; 14.458; 14.3345; 14.2188; 14.1123; 14.0162; 13.9316; 13.8595; 13.8008; 13.7562; 13.7261; 13.711; 13.711; 
473(18.92); 16.2829; 16.2829; 16.2679; 16.238; 16.1936; 16.1352; 16.0634; 15.9793; 15.8836; 15.7775; 15.6624; 15.5395; 15.4102; 15.2762; 15.1389; 15; 14.8611; 14.7238; 14.5898; 14.4605; 14.3376; 14.2225; 14.1164; 14.0207; 13.9366; 13.8648; 13.8064; 13.762; 13.7321; 13.7171; 13.7171; 
474(18.96); 16.277; 16.277; 16.262; 16.2322; 16.188; 16.1299; 16.0585; 15.9747; 15.8795; 15.7739; 15.6593; 15.537; 15.4083; 15.2749; 15.1383; 15; 14.8617; 14.7251; 14.5917; 14.463; 14.3407; 14.2261; 14.1205; 14.0253; 13.9415; 13.8701; 13.812; 13.7678; 13.738; 13.723; 13.723; 
475(19); 16.271; 16.271; 16.2561; 16.2265; 16.1825; 16.1246; 16.0535; 15.9701; 15.8753; 15.7703; 15.6562; 15.5345; 15.4064; 15.2736; 15.1376; 15; 14.8624; 14.7264; 14.5936; 14.4655; 14.3438; 14.2297; 14.1247; 14.0299; 13.9465; 13.8754; 13.8175; 13.7735; 13.7439; 13.729; 13.729; 
476(19.04); 16.2651; 16.2651; 16.2502; 16.2207; 16.1769; 16.1193; 16.0486; 15.9656; 15.8713; 15.7667; 15.6532; 15.532; 15.4045; 15.2724; 15.137; 15; 14.863; 14.7276; 14.5955; 14.468; 14.3468; 14.2333; 14.1287; 14.0344; 13.9514; 13.8807; 13.8231; 13.7793; 13.7498; 13.7349; 13.7349; 
477(19.08); 16.2592; 16.2592; 16.2444; 16.215; 16.1715; 16.1141; 16.0437; 15.9611; 15.8672; 15.7631; 15.6501; 15.5295; 15.4026; 15.2711; 15.1363; 15; 14.8637; 14.7289; 14.5974; 14.4705; 14.3499; 14.2369; 14.1328; 14.0389; 13.9563; 13.8859; 13.8285; 13.785; 13.7556; 13.7408; 13.7408; 
478(19.12); 16.2533; 16.2533; 16.2386; 16.2094; 16.166; 16.1089; 16.0389; 15.9566; 15.8631; 15.7596; 15.6471; 15.527; 15.4008; 15.2698; 15.1357; 15; 14.8643; 14.7302; 14.5992; 14.473; 14.3529; 14.2404; 14.1369; 14.0434; 13.9611; 13.8911; 13.834; 13.7906; 13.7614; 13.7467; 13.7467; 
479(19.16); 16.2474; 16.2474; 16.2328; 16.2037; 16.1605; 16.1037; 16.034; 15.9521; 15.8591; 15.756; 15.6441; 15.5246; 15.3989; 15.2686; 15.1351; 15; 14.8649; 14.7314; 14.6011; 14.4754; 14.3559; 14.244; 14.1409; 14.0479; 13.966; 13.8963; 13.8395; 13.7963; 13.7672; 13.7526; 13.7526; 
480(19.2); 16.2416; 16.2416; 16.2271; 16.1981; 16.1551; 16.0986; 16.0292; 15.9477; 15.8551; 15.7525; 15.6411; 15.5221; 15.397; 15.2673; 15.1344; 15; 14.8656; 14.7327; 14.603; 14.4779; 14.3589; 14.2475; 14.1449; 14.0523; 13.9708; 13.9014; 13.8449; 13.8019; 13.7729; 13.7584; 13.7584; 
481(19.24); 16.2358; 16.2358; 16.2213; 16.1925; 16.1497; 16.0935; 16.0244; 15.9433; 15.8511; 15.749; 15.6381; 15.5197; 15.3952; 15.2661; 15.1338; 15; 14.8662; 14.7339; 14.6048; 14.4803; 14.3619; 14.251; 14.1489; 14.0567; 13.9756; 13.9065; 13.8503; 13.8075; 13.7787; 13.7642; 13.7642; 
482(19.28); 16.23; 16.23; 16.2156; 16.187; 16.1444; 16.0884; 16.0196; 15.9389; 15.8471; 15.7455; 15.6351; 15.5172; 15.3933; 15.2648; 15.1332; 15; 14.8668; 14.7352; 14.6067; 14.4828; 14.3649; 14.2545; 14.1529; 14.0611; 13.9804; 13.9116; 13.8556; 13.813; 13.7844; 13.77; 13.77; 
483(19.32); 16.2243; 16.2243; 16.21; 16.1814; 16.139; 16.0833; 16.0148; 15.9345; 15.8432; 15.742; 15.6321; 15.5148; 15.3915; 15.2636; 15.1326; 15; 14.8674; 14.7364; 14.6085; 14.4852; 14.3679; 14.258; 14.1568; 14.0655; 13.9852; 13.9167; 13.861; 13.8186; 13.79; 13.7757; 13.7757; 
484(19.36); 16.2186; 16.2186; 16.2043; 16.1759; 16.1337; 16.0782; 16.0101; 15.9301; 15.8393; 15.7385; 15.6292; 15.5124; 15.3897; 15.2623; 15.1319; 15; 14.8681; 14.7377; 14.6103; 14.4876; 14.3708; 14.2615; 14.1607; 14.0699; 13.9899; 13.9218; 13.8663; 13.8241; 13.7957; 13.7814; 13.7814; 
485(19.4); 16.2129; 16.2129; 16.1987; 16.1704; 16.1284; 16.0732; 16.0054; 15.9258; 15.8353; 15.7351; 15.6262; 15.51; 15.3879; 15.2611; 15.1313; 15; 14.8687; 14.7389; 14.6121; 14.49; 14.3738; 14.2649; 14.1647; 14.0742; 13.9946; 13.9268; 13.8716; 13.8296; 13.8013; 13.7871; 13.7871; 
486(19.44); 16.2072; 16.2072; 16.1931; 16.1649; 16.1231; 16.0682; 16.0007; 15.9215; 15.8314; 15.7317; 15.6233; 15.5077; 15.386; 15.2599; 15.1307; 15; 14.8693; 14.7401; 14.614; 14.4923; 14.3767; 14.2683; 14.1686; 14.0785; 13.9993; 13.9318; 13.8769; 13.8351; 13.8069; 13.7928; 13.7928; 
487(19.48); 16.2016; 16.2016; 16.1875; 16.1595; 16.1179; 16.0632; 15.996; 15.9172; 15.8276; 15.7282; 15.6204; 15.5053; 15.3842; 15.2587; 15.1301; 15; 14.8699; 14.7413; 14.6158; 14.4947; 14.3796; 14.2718; 14.1724; 14.0828; 14.004; 13.9368; 13.8821; 13.8405; 13.8125; 13.7984; 13.7984; 
488(19.52); 16.196; 16.196; 16.182; 16.1541; 16.1127; 16.0582; 15.9914; 15.9129; 15.8237; 15.7249; 15.6175; 15.5029; 15.3824; 15.2575; 15.1295; 15; 14.8705; 14.7425; 14.6176; 14.4971; 14.3825; 14.2751; 14.1763; 14.0871; 14.0086; 13.9418; 13.8873; 13.8459; 13.818; 13.804; 13.804; 
489(19.56); 16.1904; 16.1904; 16.1765; 16.1487; 16.1075; 16.0533; 15.9867; 15.9086; 15.8199; 15.7215; 15.6146; 15.5006; 15.3807; 15.2563; 15.1289; 15; 14.8711; 14.7437; 14.6193; 14.4994; 14.3854; 14.2785; 14.1801; 14.0914; 14.0133; 13.9467; 13.8925; 13.8513; 13.8235; 13.8096; 13.8096; 
490(19.6); 16.1849; 16.1849; 16.171; 16.1433; 16.1023; 16.0484; 15.9821; 15.9044; 15.816; 15.7181; 15.6118; 15.4982; 15.3789; 15.2551; 15.1283; 15; 14.8717; 14.7449; 14.6211; 14.5018; 14.3882; 14.2819; 14.184; 14.0956; 14.0179; 13.9516; 13.8977; 13.8567; 13.829; 13.8151; 13.8151; 
491(19.64); 16.1793; 16.1793; 16.1655; 16.138; 16.0972; 16.0435; 15.9776; 15.9002; 15.8122; 15.7147; 15.6089; 15.4959; 15.3771; 15.2539; 15.1277; 15; 14.8723; 14.7461; 14.6229; 14.5041; 14.3911; 14.2853; 14.1878; 14.0998; 14.0224; 13.9565; 13.9028; 13.862; 13.8345; 13.8207; 13.8207; 
492(19.68); 16.1738; 16.1738; 16.1601; 16.1327; 16.0921; 16.0386; 15.973; 15.896; 15.8084; 15.7114; 15.6061; 15.4936; 15.3754; 15.2527; 15.1271; 15; 14.8729; 14.7473; 14.6246; 14.5064; 14.3939; 14.2886; 14.1916; 14.104; 14.027; 13.9614; 13.9079; 13.8673; 13.8399; 13.8262; 13.8262; 
493(19.72); 16.1683; 16.1683; 16.1546; 16.1274; 16.087; 16.0338; 15.9684; 15.8918; 15.8046; 15.7081; 15.6032; 15.4913; 15.3736; 15.2515; 15.1265; 15; 14.8735; 14.7485; 14.6264; 14.5087; 14.3968; 14.2919; 14.1954; 14.1082; 14.0316; 13.9662; 13.913; 13.8726; 13.8454; 13.8317; 13.8317; 
494(19.76); 16.1629; 16.1629; 16.1493; 16.1221; 16.0819; 16.0289; 15.9639; 15.8876; 15.8009; 15.7048; 15.6004; 15.489; 15.3719; 15.2504; 15.1259; 15; 14.8741; 14.7496; 14.6281; 14.511; 14.3996; 14.2952; 14.1991; 14.1124; 14.0361; 13.9711; 13.9181; 13.8779; 13.8507; 13.8371; 13.8371; 
495(19.8); 16.1575; 16.1575; 16.1439; 16.1169; 16.0768; 16.0241; 15.9594; 15.8835; 15.7972; 15.7015; 15.5976; 15.4867; 15.3701; 15.2492; 15.1253; 15; 14.8747; 14.7508; 14.6299; 14.5133; 14.4024; 14.2985; 14.2028; 14.1165; 14.0406; 13.9759; 13.9232; 13.8831; 13.8561; 13.8425; 13.8425; 
496(19.84); 16.1521; 16.1521; 16.1386; 16.1117; 16.0718; 16.0194; 15.9549; 15.8793; 15.7934; 15.6982; 15.5948; 15.4844; 15.3684; 15.248; 15.1247; 15; 14.8753; 14.752; 14.6316; 14.5156; 14.4052; 14.3018; 14.2066; 14.1207; 14.0451; 13.9806; 13.9282; 13.8883; 13.8614; 13.8479; 13.8479; 
497(19.88); 16.1467; 16.1467; 16.1332; 16.1065; 16.0668; 16.0146; 15.9505; 15.8752; 15.7897; 15.695; 15.592; 15.4822; 15.3667; 15.2469; 15.1242; 15; 14.8758; 14.7531; 14.6333; 14.5178; 14.408; 14.305; 14.2103; 14.1248; 14.0495; 13.9854; 13.9332; 13.8935; 13.8668; 13.8533; 13.8533; 
498(19.92); 16.1413; 16.1413; 16.1279; 16.1013; 16.0618; 16.0099; 15.9461; 15.8712; 15.786; 15.6917; 15.5893; 15.4799; 15.365; 15.2457; 15.1236; 15; 14.8764; 14.7543; 14.635; 14.5201; 14.4107; 14.3083; 14.214; 14.1288; 14.0539; 13.9901; 13.9382; 13.8987; 13.8721; 13.8587; 13.8587; 
499(19.96); 16.136; 16.136; 16.1227; 16.0962; 16.0569; 16.0051; 15.9416; 15.8671; 15.7824; 15.6885; 15.5865; 15.4777; 15.3633; 15.2446; 15.123; 15; 14.877; 14.7554; 14.6367; 14.5223; 14.4135; 14.3115; 14.2176; 14.1329; 14.0584; 13.9949; 13.9431; 13.9038; 13.8773; 13.864; 13.864; 
500(20); 16.1307; 16.1307; 16.1174; 16.0911; 16.0519; 16.0005; 15.9372; 15.863; 15.7787; 15.6853; 15.5838; 15.4755; 15.3616; 15.2434; 15.1224; 15; 14.8776; 14.7566; 14.6384; 14.5245; 14.4162; 14.3147; 14.2213; 14.137; 14.0628; 13.9995; 13.9481; 13.9089; 13.8826; 13.8693; 13.8693; 
501(20.04); 16.1254; 16.1254; 16.1122; 16.086; 16.047; 15.9958; 15.9329; 15.859; 15.7751; 15.6821; 15.5811; 15.4732; 15.3599; 15.2423; 15.1219; 15; 14.8781; 14.7577; 14.6401; 14.5268; 14.4189; 14.3179; 14.2249; 14.141; 14.0671; 14.0042; 13.953; 13.914; 13.8878; 13.8746; 13.8746; 
502(20.08); 16.1202; 16.1202; 16.107; 16.0809; 16.0421; 15.9911; 15.9285; 15.855; 15.7715; 15.6789; 15.5784; 15.471; 15.3582; 15.2412; 15.1213; 15; 14.8787; 14.7588; 14.6418; 14.529; 14.4216; 14.3211; 14.2285; 14.145; 14.0715; 14.0089; 13.9579; 13.9191; 13.893; 13.8798; 13.8798; 
503(20.12); 16.1149; 16.1149; 16.1019; 16.0759; 16.0373; 15.9865; 15.9242; 15.851; 15.7679; 15.6757; 15.5757; 15.4688; 15.3565; 15.24; 15.1207; 15; 14.8793; 14.76; 14.6435; 14.5312; 14.4243; 14.3243; 14.2321; 14.149; 14.0758; 14.0135; 13.9627; 13.9241; 13.8981; 13.8851; 13.8851; 
504(20.16); 16.1097; 16.1097; 16.0967; 16.0709; 16.0324; 15.9819; 15.9199; 15.847; 15.7643; 15.6726; 15.573; 15.4667; 15.3549; 15.2389; 15.1202; 15; 14.8798; 14.7611; 14.6451; 14.5333; 14.427; 14.3274; 14.2357; 14.153; 14.0801; 14.0181; 13.9676; 13.9291; 13.9033; 13.8903; 13.8903; 
