Nx = 31
Nt = 750
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
359(14.36); 17.187; 17.187; 17.1614; 17.1104; 17.0347; 16.9351; 16.8128; 16.6693; 16.5062; 16.3255; 16.1292; 15.9196; 15.6993; 15.4708; 15.2368; 15; 14.7632; 14.5292; 14.3007; 14.0804; 13.8708; 13.6745; 13.4938; 13.3307; 13.1872; 13.0649; 12.9653; 12.8896; 12.8386; 12.813; 12.813; 
360(14.4); 17.1768; 17.1768; 17.1513; 17.1005; 17.0252; 16.926; 16.8044; 16.6615; 16.4992; 16.3193; 16.1239; 15.9154; 15.6961; 15.4686; 15.2357; 15; 14.7643; 14.5314; 14.3039; 14.0846; 13.8761; 13.6807; 13.5008; 13.3385; 13.1956; 13.074; 12.9748; 12.8995; 12.8487; 12.8232; 12.8232; 
361(14.44); 17.1666; 17.1666; 17.1412; 17.0907; 17.0157; 16.9171; 16.7959; 16.6537; 16.4922; 16.3131; 16.1187; 15.9111; 15.6928; 15.4664; 15.2346; 15; 14.7654; 14.5336; 14.3072; 14.0889; 13.8813; 13.6869; 13.5078; 13.3463; 13.2041; 13.0829; 12.9843; 12.9093; 12.8588; 12.8334; 12.8334; 
362(14.48); 17.1565; 17.1565; 17.1312; 17.081; 17.0063; 16.9081; 16.7875; 16.646; 16.4852; 16.307; 16.1134; 15.9068; 15.6896; 15.4643; 15.2335; 15; 14.7665; 14.5357; 14.3104; 14.0932; 13.8866; 13.693; 13.5148; 13.354; 13.2125; 13.0919; 12.9937; 12.919; 12.8688; 12.8435; 12.8435; 
363(14.52); 17.1465; 17.1465; 17.1213; 17.0712; 16.9969; 16.8992; 16.7792; 16.6383; 16.4783; 16.3009; 16.1082; 15.9026; 15.6864; 15.4621; 15.2324; 15; 14.7676; 14.5379; 14.3136; 14.0974; 13.8918; 13.6991; 13.5217; 13.3617; 13.2208; 13.1008; 13.0031; 12.9288; 12.8787; 12.8535; 12.8535; 
364(14.56); 17.1364; 17.1364; 17.1114; 17.0616; 16.9876; 16.8903; 16.7709; 16.6307; 16.4714; 16.2948; 16.1031; 15.8984; 15.6832; 15.4599; 15.2313; 15; 14.7687; 14.5401; 14.3168; 14.1016; 13.8969; 13.7052; 13.5286; 13.3693; 13.2291; 13.1097; 13.0124; 12.9384; 12.8886; 12.8636; 12.8636; 
365(14.6); 17.1265; 17.1265; 17.1015; 17.052; 16.9783; 16.8815; 16.7626; 16.6231; 16.4645; 16.2888; 16.0979; 15.8942; 15.68; 15.4578; 15.2302; 15; 14.7698; 14.5422; 14.32; 14.1058; 13.9021; 13.7112; 13.5355; 13.3769; 13.2374; 13.1185; 13.0217; 12.948; 12.8985; 12.8735; 12.8735; 
366(14.64); 17.1165; 17.1165; 17.0917; 17.0424; 16.9691; 16.8727; 16.7544; 16.6155; 16.4577; 16.2828; 16.0928; 15.89; 15.6768; 15.4557; 15.2292; 15; 14.7708; 14.5443; 14.3232; 14.11; 13.9072; 13.7172; 13.5423; 13.3845; 13.2456; 13.1273; 13.0309; 12.9576; 12.9083; 12.8835; 12.8835; 
367(14.68); 17.1067; 17.1067; 17.082; 17.0328; 16.9599; 16.864; 16.7462; 16.608; 16.4509; 16.2768; 16.0877; 15.8859; 15.6736; 15.4535; 15.2281; 15; 14.7719; 14.5465; 14.3264; 14.1141; 13.9123; 13.7232; 13.5491; 13.392; 13.2538; 13.136; 13.0401; 12.9672; 12.918; 12.8933; 12.8933; 
368(14.72); 17.0968; 17.0968; 17.0722; 17.0234; 16.9508; 16.8553; 16.7381; 16.6005; 16.4441; 16.2708; 16.0826; 15.8817; 15.6705; 15.4514; 15.227; 15; 14.773; 14.5486; 14.3295; 14.1183; 13.9174; 13.7292; 13.5559; 13.3995; 13.2619; 13.1447; 13.0492; 12.9766; 12.9278; 12.9032; 12.9032; 
369(14.76); 17.087; 17.087; 17.0626; 17.0139; 16.9417; 16.8466; 16.73; 16.593; 16.4374; 16.2649; 16.0776; 15.8776; 15.6674; 15.4493; 15.226; 15; 14.774; 14.5507; 14.3326; 14.1224; 13.9224; 13.7351; 13.5626; 13.407; 13.27; 13.1534; 13.0583; 12.9861; 12.9374; 12.913; 12.913; 
370(14.8); 17.0773; 17.0773; 17.0529; 17.0045; 16.9326; 16.838; 16.7219; 16.5856; 16.4306; 16.259; 16.0725; 15.8735; 15.6643; 15.4472; 15.2249; 15; 14.7751; 14.5528; 14.3357; 14.1265; 13.9275; 13.741; 13.5694; 13.4144; 13.2781; 13.162; 13.0674; 12.9955; 12.9471; 12.9227; 12.9227; 
371(14.84); 17.0676; 17.0676; 17.0434; 16.9952; 16.9236; 16.8294; 16.7138; 16.5782; 16.424; 16.2531; 16.0675; 15.8694; 15.6612; 15.4451; 15.2239; 15; 14.7761; 14.5549; 14.3388; 14.1306; 13.9325; 13.7469; 13.576; 13.4218; 13.2862; 13.1706; 13.0764; 13.0048; 12.9566; 12.9324; 12.9324; 
372(14.88); 17.0579; 17.0579; 17.0338; 16.9858; 16.9146; 16.8209; 16.7058; 16.5708; 16.4173; 16.2472; 16.0625; 15.8654; 15.6581; 15.443; 15.2228; 15; 14.7772; 14.557; 14.3419; 14.1346; 13.9375; 13.7528; 13.5827; 13.4292; 13.2942; 13.1791; 13.0854; 13.0142; 12.9662; 12.9421; 12.9421; 
373(14.92); 17.0483; 17.0483; 17.0243; 16.9766; 16.9057; 16.8124; 16.6979; 16.5635; 16.4107; 16.2414; 16.0576; 15.8613; 15.655; 15.441; 15.2218; 15; 14.7782; 14.559; 14.345; 14.1387; 13.9424; 13.7586; 13.5893; 13.4365; 13.3021; 13.1876; 13.0943; 13.0234; 12.9757; 12.9517; 12.9517; 
374(14.96); 17.0388; 17.0388; 17.0149; 16.9673; 16.8968; 16.8039; 16.69; 16.5562; 16.4041; 16.2356; 16.0526; 15.8573; 15.6519; 15.4389; 15.2208; 15; 14.7792; 14.5611; 14.3481; 14.1427; 13.9474; 13.7644; 13.5959; 13.4438; 13.31; 13.1961; 13.1032; 13.0327; 12.9851; 12.9612; 12.9612; 
375(15); 17.0293; 17.0293; 17.0055; 16.9582; 16.8879; 16.7955; 16.6821; 16.5489; 16.3976; 16.2299; 16.0477; 15.8533; 15.6489; 15.4369; 15.2197; 15; 14.7803; 14.5631; 14.3511; 14.1467; 13.9523; 13.7701; 13.6024; 13.4511; 13.3179; 13.2045; 13.1121; 13.0418; 12.9945; 12.9707; 12.9707; 
376(15.04); 17.0198; 17.0198; 16.9961; 16.949; 16.8791; 16.7871; 16.6742; 16.5417; 16.391; 16.2241; 16.0428; 15.8493; 15.6459; 15.4348; 15.2187; 15; 14.7813; 14.5652; 14.3541; 14.1507; 13.9572; 13.7759; 13.609; 13.4583; 13.3258; 13.2129; 13.1209; 13.051; 13.0039; 12.9802; 12.9802; 
377(15.08); 17.0104; 17.0104; 16.9868; 16.9399; 16.8703; 16.7788; 16.6664; 16.5345; 16.3846; 16.2184; 16.038; 15.8454; 15.6429; 15.4328; 15.2177; 15; 14.7823; 14.5672; 14.3571; 14.1546; 13.962; 13.7816; 13.6154; 13.4655; 13.3336; 13.2212; 13.1297; 13.0601; 13.0132; 12.9896; 12.9896; 
378(15.12); 17.001; 17.001; 16.9775; 16.9309; 16.8616; 16.7705; 16.6586; 16.5273; 16.3781; 16.2127; 16.0331; 15.8414; 15.6399; 15.4308; 15.2167; 15; 14.7833; 14.5692; 14.3601; 14.1586; 13.9669; 13.7873; 13.6219; 13.4727; 13.3414; 13.2295; 13.1384; 13.0691; 13.0225; 12.999; 12.999; 
379(15.16); 16.9916; 16.9916; 16.9683; 16.9219; 16.8529; 16.7622; 16.6509; 16.5202; 16.3717; 16.2071; 16.0283; 15.8375; 15.6369; 15.4288; 15.2156; 15; 14.7844; 14.5712; 14.3631; 14.1625; 13.9717; 13.7929; 13.6283; 13.4798; 13.3491; 13.2378; 13.1471; 13.0781; 13.0317; 13.0084; 13.0084; 
380(15.2); 16.9823; 16.9823; 16.9591; 16.9129; 16.8443; 16.754; 16.6432; 16.5131; 16.3653; 16.2014; 16.0235; 15.8336; 15.6339; 15.4268; 15.2146; 15; 14.7854; 14.5732; 14.3661; 14.1664; 13.9765; 13.7986; 13.6347; 13.4869; 13.3568; 13.246; 13.1557; 13.0871; 13.0409; 13.0177; 13.0177; 
381(15.24); 16.9731; 16.9731; 16.95; 16.904; 16.8356; 16.7458; 16.6355; 16.506; 16.3589; 16.1958; 16.0187; 15.8297; 15.6309; 15.4248; 15.2136; 15; 14.7864; 14.5752; 14.3691; 14.1703; 13.9813; 13.8042; 13.6411; 13.494; 13.3645; 13.2542; 13.1644; 13.096; 13.05; 13.0269; 13.0269; 
382(15.28); 16.9639; 16.9639; 16.9409; 16.8951; 16.8271; 16.7377; 16.6279; 16.499; 16.3525; 16.1902; 16.014; 15.8258; 15.628; 15.4228; 15.2126; 15; 14.7874; 14.5772; 14.372; 14.1742; 13.986; 13.8098; 13.6475; 13.501; 13.3721; 13.2623; 13.1729; 13.1049; 13.0591; 13.0361; 13.0361; 
383(15.32); 16.9547; 16.9547; 16.9318; 16.8862; 16.8185; 16.7295; 16.6203; 16.492; 16.3462; 16.1847; 16.0092; 15.822; 15.6251; 15.4208; 15.2117; 15; 14.7883; 14.5792; 14.3749; 14.178; 13.9908; 13.8153; 13.6538; 13.508; 13.3797; 13.2705; 13.1815; 13.1138; 13.0682; 13.0453; 13.0453; 
384(15.36); 16.9456; 16.9456; 16.9228; 16.8774; 16.8101; 16.7215; 16.6127; 16.485; 16.3399; 16.1791; 16.0045; 15.8181; 15.6221; 15.4189; 15.2107; 15; 14.7893; 14.5811; 14.3779; 14.1819; 13.9955; 13.8209; 13.6601; 13.515; 13.3873; 13.2785; 13.1899; 13.1226; 13.0772; 13.0544; 13.0544; 
385(15.4); 16.9365; 16.9365; 16.9138; 16.8687; 16.8016; 16.7134; 16.6052; 16.4781; 16.3337; 16.1736; 15.9998; 15.8143; 15.6192; 15.4169; 15.2097; 15; 14.7903; 14.5831; 14.3808; 14.1857; 14.0002; 13.8264; 13.6663; 13.5219; 13.3948; 13.2866; 13.1984; 13.1313; 13.0862; 13.0635; 13.0635; 
386(15.44); 16.9275; 16.9275; 16.9049; 16.8599; 16.7932; 16.7054; 16.5977; 16.4712; 16.3275; 16.1682; 15.9952; 15.8105; 15.6163; 15.415; 15.2087; 15; 14.7913; 14.585; 14.3837; 14.1895; 14.0048; 13.8318; 13.6725; 13.5288; 13.4023; 13.2946; 13.2068; 13.1401; 13.0951; 13.0725; 13.0725; 
387(15.48); 16.9185; 16.9185; 16.896; 16.8513; 16.7848; 16.6975; 16.5902; 16.4643; 16.3213; 16.1627; 15.9905; 15.8067; 15.6135; 15.413; 15.2077; 15; 14.7923; 14.587; 14.3865; 14.1933; 14.0095; 13.8373; 13.6787; 13.5357; 13.4098; 13.3025; 13.2152; 13.1487; 13.104; 13.0815; 13.0815; 
388(15.52); 16.9095; 16.9095; 16.8871; 16.8426; 16.7765; 16.6896; 16.5828; 16.4575; 16.3151; 16.1573; 15.9859; 15.803; 15.6106; 15.4111; 15.2068; 15; 14.7932; 14.5889; 14.3894; 14.197; 14.0141; 13.8427; 13.6849; 13.5425; 13.4172; 13.3104; 13.2235; 13.1574; 13.1129; 13.0905; 13.0905; 
389(15.56); 16.9006; 16.9006; 16.8783; 16.834; 16.7682; 16.6817; 16.5754; 16.4507; 16.309; 16.1519; 15.9813; 15.7992; 15.6078; 15.4092; 15.2058; 15; 14.7942; 14.5908; 14.3922; 14.2008; 14.0187; 13.8481; 13.691; 13.5493; 13.4246; 13.3183; 13.2318; 13.166; 13.1217; 13.0994; 13.0994; 
390(15.6); 16.8917; 16.8917; 16.8695; 16.8255; 16.76; 16.6738; 16.5681; 16.4439; 16.3029; 16.1465; 15.9767; 15.7955; 15.6049; 15.4073; 15.2048; 15; 14.7952; 14.5927; 14.3951; 14.2045; 14.0233; 13.8535; 13.6971; 13.5561; 13.4319; 13.3262; 13.24; 13.1745; 13.1305; 13.1083; 13.1083; 
391(15.64); 16.8829; 16.8829; 16.8608; 16.8169; 16.7517; 16.666; 16.5607; 16.4372; 16.2968; 16.1412; 15.9722; 15.7918; 15.6021; 15.4054; 15.2039; 15; 14.7961; 14.5946; 14.3979; 14.2082; 14.0278; 13.8588; 13.7032; 13.5628; 13.4393; 13.334; 13.2483; 13.1831; 13.1392; 13.1171; 13.1171; 
392(15.68); 16.8741; 16.8741; 16.8521; 16.8085; 16.7436; 16.6582; 16.5535; 16.4305; 16.2907; 16.1358; 15.9676; 15.7881; 15.5993; 15.4035; 15.2029; 15; 14.7971; 14.5965; 14.4007; 14.2119; 14.0324; 13.8642; 13.7093; 13.5695; 13.4465; 13.3418; 13.2564; 13.1915; 13.1479; 13.1259; 13.1259; 
393(15.72); 16.8654; 16.8654; 16.8435; 16.8; 16.7354; 16.6505; 16.5462; 16.4238; 16.2847; 16.1305; 15.9631; 15.7844; 15.5965; 15.4016; 15.202; 15; 14.798; 14.5984; 14.4035; 14.2156; 14.0369; 13.8695; 13.7153; 13.5762; 13.4538; 13.3495; 13.2646; 13.2; 13.1565; 13.1346; 13.1346; 
394(15.76); 16.8567; 16.8567; 16.8349; 16.7916; 16.7273; 16.6428; 16.539; 16.4172; 16.2787; 16.1252; 15.9586; 15.7807; 15.5937; 15.3997; 15.201; 15; 14.799; 14.6003; 14.4063; 14.2193; 14.0414; 13.8748; 13.7213; 13.5828; 13.461; 13.3572; 13.2727; 13.2084; 13.1651; 13.1433; 13.1433; 
395(15.8); 16.848; 16.848; 16.8263; 16.7832; 16.7193; 16.6351; 16.5318; 16.4105; 16.2727; 16.12; 15.9541; 15.7771; 15.5909; 15.3978; 15.2001; 15; 14.7999; 14.6022; 14.4091; 14.2229; 14.0459; 13.88; 13.7273; 13.5895; 13.4682; 13.3649; 13.2807; 13.2168; 13.1737; 13.152; 13.152; 
396(15.84); 16.8394; 16.8394; 16.8178; 16.7749; 16.7112; 16.6275; 16.5247; 16.404; 16.2668; 16.1148; 15.9497; 15.7735; 15.5882; 15.396; 15.1992; 15; 14.8008; 14.604; 14.4118; 14.2265; 14.0503; 13.8852; 13.7332; 13.596; 13.4753; 13.3725; 13.2888; 13.2251; 13.1822; 13.1606; 13.1606; 
397(15.88); 16.8308; 16.8308; 16.8093; 16.7666; 16.7032; 16.6199; 16.5175; 16.3974; 16.2609; 16.1096; 15.9453; 15.7699; 15.5854; 15.3941; 15.1982; 15; 14.8018; 14.6059; 14.4146; 14.2301; 14.0547; 13.8904; 13.7391; 13.6026; 13.4825; 13.3801; 13.2968; 13.2334; 13.1907; 13.1692; 13.1692; 
398(15.92); 16.8222; 16.8222; 16.8009; 16.7584; 16.6953; 16.6123; 16.5105; 16.3909; 16.255; 16.1044; 15.9408; 15.7663; 15.5827; 15.3923; 15.1973; 15; 14.8027; 14.6077; 14.4173; 14.2337; 14.0592; 13.8956; 13.745; 13.6091; 13.4895; 13.3877; 13.3047; 13.2416; 13.1991; 13.1778; 13.1778; 
399(15.96); 16.8137; 16.8137; 16.7925; 16.7502; 16.6874; 16.6048; 16.5034; 16.3844; 16.2491; 16.0992; 15.9364; 15.7627; 15.58; 15.3905; 15.1964; 15; 14.8036; 14.6095; 14.42; 14.2373; 14.0636; 13.9008; 13.7509; 13.6156; 13.4966; 13.3952; 13.3126; 13.2498; 13.2075; 13.1863; 13.1863; 
400(16); 16.8053; 16.8053; 16.7841; 16.742; 16.6795; 16.5973; 16.4964; 16.3779; 16.2433; 16.0941; 15.9321; 15.7591; 15.5773; 15.3886; 15.1955; 15; 14.8045; 14.6114; 14.4227; 14.2409; 14.0679; 13.9059; 13.7567; 13.6221; 13.5036; 13.4027; 13.3205; 13.258; 13.2159; 13.1947; 13.1947; 
401(16.04); 16.7968; 16.7968; 16.7758; 16.7339; 16.6717; 16.5899; 16.4894; 16.3715; 16.2375; 16.089; 15.9277; 15.7556; 15.5746; 15.3868; 15.1946; 15; 14.8054; 14.6132; 14.4254; 14.2444; 14.0723; 13.911; 13.7625; 13.6285; 13.5106; 13.4101; 13.3283; 13.2661; 13.2242; 13.2032; 13.2032; 
402(16.08); 16.7884; 16.7884; 16.7675; 16.7258; 16.6639; 16.5824; 16.4825; 16.3651; 16.2317; 16.0839; 15.9234; 15.7521; 15.5719; 15.385; 15.1936; 15; 14.8064; 14.615; 14.4281; 14.2479; 14.0766; 13.9161; 13.7683; 13.6349; 13.5175; 13.4176; 13.3361; 13.2742; 13.2325; 13.2116; 13.2116; 
403(16.12); 16.7801; 16.7801; 16.7592; 16.7177; 16.6561; 16.575; 16.4755; 16.3587; 16.226; 16.0789; 15.9191; 15.7485; 15.5692; 15.3832; 15.1927; 15; 14.8073; 14.6168; 14.4308; 14.2515; 14.0809; 13.9211; 13.774; 13.6413; 13.5245; 13.425; 13.3439; 13.2823; 13.2408; 13.2199; 13.2199; 
404(16.16); 16.7718; 16.7718; 16.751; 16.7097; 16.6484; 16.5677; 16.4686; 16.3524; 16.2202; 16.0738; 15.9148; 15.745; 15.5666; 15.3814; 15.1918; 15; 14.8082; 14.6186; 14.4334; 14.255; 14.0852; 13.9262; 13.7798; 13.6476; 13.5314; 13.4323; 13.3516; 13.2903; 13.249; 13.2282; 13.2282; 
405(16.2); 16.7635; 16.7635; 16.7428; 16.7017; 16.6407; 16.5604; 16.4618; 16.3461; 16.2146; 16.0688; 15.9105; 15.7416; 15.5639; 15.3797; 15.1909; 15; 14.8091; 14.6203; 14.4361; 14.2584; 14.0895; 13.9312; 13.7854; 13.6539; 13.5382; 13.4396; 13.3593; 13.2983; 13.2572; 13.2365; 13.2365; 
406(16.24); 16.7553; 16.7553; 16.7347; 16.6938; 16.633; 16.5531; 16.455; 16.3398; 16.2089; 16.0638; 15.9063; 15.7381; 15.5613; 15.3779; 15.1901; 15; 14.8099; 14.6221; 14.4387; 14.2619; 14.0937; 13.9362; 13.7911; 13.6602; 13.545; 13.4469; 13.367; 13.3062; 13.2653; 13.2447; 13.2447; 
407(16.28); 16.7471; 16.7471; 16.7266; 16.6859; 16.6254; 16.5458; 16.4482; 16.3335; 16.2032; 16.0588; 15.902; 15.7347; 15.5587; 15.3761; 15.1892; 15; 14.8108; 14.6239; 14.4413; 14.2653; 14.098; 13.9412; 13.7968; 13.6665; 13.5518; 13.4542; 13.3746; 13.3141; 13.2734; 13.2529; 13.2529; 
408(16.32); 16.7389; 16.7389; 16.7186; 16.678; 16.6178; 16.5386; 16.4414; 16.3273; 16.1976; 16.0539; 15.8978; 15.7312; 15.5561; 15.3744; 15.1883; 15; 14.8117; 14.6256; 14.4439; 14.2688; 14.1022; 13.9461; 13.8024; 13.6727; 13.5586; 13.4614; 13.3822; 13.322; 13.2814; 13.2611; 13.2611; 
409(16.36); 16.7308; 16.7308; 16.7105; 16.6702; 16.6103; 16.5314; 16.4347; 16.3211; 16.192; 16.049; 15.8936; 15.7278; 15.5535; 15.3726; 15.1874; 15; 14.8126; 14.6274; 14.4465; 14.2722; 14.1064; 13.951; 13.808; 13.6789; 13.5653; 13.4686; 13.3897; 13.3298; 13.2895; 13.2692; 13.2692; 
410(16.4); 16.7227; 16.7227; 16.7025; 16.6624; 16.6027; 16.5243; 16.428; 16.3149; 16.1865; 16.0441; 15.8895; 15.7244; 15.5509; 15.3709; 15.1865; 15; 14.8135; 14.6291; 14.4491; 14.2756; 14.1105; 13.9559; 13.8135; 13.6851; 13.572; 13.4757; 13.3973; 13.3376; 13.2975; 13.2773; 13.2773; 
411(16.44); 16.7147; 16.7147; 16.6946; 16.6546; 16.5953; 16.5172; 16.4213; 16.3088; 16.1809; 16.0392; 15.8853; 15.721; 15.5483; 15.3692; 15.1857; 15; 14.8143; 14.6308; 14.4517; 14.279; 14.1147; 13.9608; 13.8191; 13.6912; 13.5787; 13.4828; 13.4047; 13.3454; 13.3054; 13.2853; 13.2853; 
412(16.48); 16.7067; 16.7067; 16.6867; 16.6469; 16.5878; 16.5101; 16.4147; 16.3027; 16.1754; 16.0344; 15.8812; 15.7177; 15.5458; 15.3674; 15.1848; 15; 14.8152; 14.6326; 14.4542; 14.2823; 14.1188; 13.9656; 13.8246; 13.6973; 13.5853; 13.4899; 13.4122; 13.3531; 13.3133; 13.2933; 13.2933; 
413(16.52); 16.6987; 16.6987; 16.6788; 16.6392; 16.5804; 16.5031; 16.4081; 16.2966; 16.1699; 16.0295; 15.8771; 15.7143; 15.5432; 15.3657; 15.1839; 15; 14.8161; 14.6343; 14.4568; 14.2857; 14.1229; 13.9705; 13.8301; 13.7034; 13.5919; 13.4969; 13.4196; 13.3608; 13.3212; 13.3013; 13.3013; 
414(16.56); 16.6908; 16.6908; 16.671; 16.6316; 16.573; 16.496; 16.4015; 16.2906; 16.1645; 16.0247; 15.873; 15.711; 15.5407; 15.364; 15.1831; 15; 14.8169; 14.636; 14.4593; 14.289; 14.127; 13.9753; 13.8355; 13.7094; 13.5985; 13.504; 13.427; 13.3684; 13.329; 13.3092; 13.3092; 
415(16.6); 16.6829; 16.6829; 16.6632; 16.6239; 16.5657; 16.4891; 16.395; 16.2845; 16.159; 16.0199; 15.8689; 15.7077; 15.5381; 15.3623; 15.1822; 15; 14.8178; 14.6377; 14.4619; 14.2923; 14.1311; 13.9801; 13.841; 13.7155; 13.605; 13.5109; 13.4343; 13.3761; 13.3368; 13.3171; 13.3171; 
416(16.64); 16.6751; 16.6751; 16.6554; 16.6164; 16.5584; 16.4821; 16.3885; 16.2785; 16.1536; 16.0152; 15.8648; 15.7044; 15.5356; 15.3606; 15.1814; 15; 14.8186; 14.6394; 14.4644; 14.2956; 14.1352; 13.9848; 13.8464; 13.7215; 13.6115; 13.5179; 13.4416; 13.3836; 13.3446; 13.3249; 13.3249; 
417(16.68); 16.6672; 16.6672; 16.6477; 16.6088; 16.5511; 16.4752; 16.382; 16.2726; 16.1482; 16.0104; 15.8608; 15.7011; 15.5331; 15.3589; 15.1805; 15; 14.8195; 14.6411; 14.4669; 14.2989; 14.1392; 13.9896; 13.8518; 13.7274; 13.618; 13.5248; 13.4489; 13.3912; 13.3523; 13.3328; 13.3328; 
418(16.72); 16.6595; 16.6595; 16.64; 16.6013; 16.5439; 16.4683; 16.3755; 16.2666; 16.1429; 16.0057; 15.8568; 15.6978; 15.5306; 15.3573; 15.1797; 15; 14.8203; 14.6427; 14.4694; 14.3022; 14.1432; 13.9943; 13.8571; 13.7334; 13.6245; 13.5317; 13.4561; 13.3987; 13.36; 13.3405; 13.3405; 
419(16.76); 16.6517; 16.6517; 16.6323; 16.5938; 16.5367; 16.4614; 16.3691; 16.2607; 16.1375; 16.001; 15.8528; 15.6946; 15.5282; 15.3556; 15.1788; 15; 14.8212; 14.6444; 14.4718; 14.3054; 14.1472; 13.999; 13.8625; 13.7393; 13.6309; 13.5386; 13.4633; 13.4062; 13.3677; 13.3483; 13.3483; 
420(16.8); 16.644; 16.644; 16.6247; 16.5864; 16.5295; 16.4546; 16.3627; 16.2548; 16.1322; 15.9964; 15.8488; 15.6913; 15.5257; 15.3539; 15.178; 15; 14.822; 14.6461; 14.4743; 14.3087; 14.1512; 14.0036; 13.8678; 13.7452; 13.6373; 13.5454; 13.4705; 13.4136; 13.3753; 13.356; 13.356; 
421(16.84); 16.6363; 16.6363; 16.6171; 16.579; 16.5223; 16.4478; 16.3564; 16.249; 16.127; 15.9917; 15.8449; 15.6881; 15.5232; 15.3523; 15.1772; 15; 14.8228; 14.6477; 14.4768; 14.3119; 14.1551; 14.0083; 13.873; 13.751; 13.6436; 13.5522; 13.4777; 13.421; 13.3829; 13.3637; 13.3637; 
422(16.88); 16.6287; 16.6287; 16.6096; 16.5716; 16.5152; 16.4411; 16.35; 16.2431; 16.1217; 15.9871; 15.8409; 15.6849; 15.5208; 15.3506; 15.1764; 15; 14.8236; 14.6494; 14.4792; 14.3151; 14.1591; 14.0129; 13.8783; 13.7569; 13.65; 13.5589; 13.4848; 13.4284; 13.3904; 13.3713; 13.3713; 
423(16.92); 16.6211; 16.6211; 16.6021; 16.5643; 16.5082; 16.4344; 16.3437; 16.2373; 16.1165; 15.9825; 15.837; 15.6817; 15.5184; 15.349; 15.1755; 15; 14.8245; 14.651; 14.4816; 14.3183; 14.163; 14.0175; 13.8835; 13.7627; 13.6563; 13.5656; 13.4918; 13.4357; 13.3979; 13.3789; 13.3789; 
424(16.96); 16.6135; 16.6135; 16.5946; 16.557; 16.5011; 16.4277; 16.3375; 16.2316; 16.1112; 15.9779; 15.8331; 15.6785; 15.516; 15.3474; 15.1747; 15; 14.8253; 14.6526; 14.484; 14.3215; 14.1669; 14.0221; 13.8888; 13.7684; 13.6625; 13.5723; 13.4989; 13.443; 13.4054; 13.3865; 13.3865; 
425(17); 16.606; 16.606; 16.5872; 16.5497; 16.4941; 16.421; 16.3312; 16.2258; 16.1061; 15.9733; 15.8292; 15.6753; 15.5135; 15.3457; 15.1739; 15; 14.8261; 14.6543; 14.4865; 14.3247; 14.1708; 14.0267; 13.8939; 13.7742; 13.6688; 13.579; 13.5059; 13.4503; 13.4128; 13.394; 13.394; 
426(17.04); 16.5985; 16.5985; 16.5797; 16.5425; 16.4871; 16.4144; 16.325; 16.2201; 16.1009; 15.9688; 15.8253; 15.6722; 15.5111; 15.3441; 15.1731; 15; 14.8269; 14.6559; 14.4889; 14.3278; 14.1747; 14.0312; 13.8991; 13.7799; 13.675; 13.5856; 13.5129; 13.4575; 13.4203; 13.4015; 13.4015; 
427(17.08); 16.591; 16.591; 16.5724; 16.5353; 16.4802; 16.4078; 16.3188; 16.2144; 16.0958; 15.9643; 15.8215; 15.669; 15.5088; 15.3425; 15.1723; 15; 14.8277; 14.6575; 14.4912; 14.331; 14.1785; 14.0357; 13.9042; 13.7856; 13.6812; 13.5922; 13.5198; 13.4647; 13.4276; 13.409; 13.409; 
428(17.12); 16.5836; 16.5836; 16.565; 16.5281; 16.4733; 16.4012; 16.3127; 16.2087; 16.0906; 15.9598; 15.8176; 15.6659; 15.5064; 15.3409; 15.1715; 15; 14.8285; 14.6591; 14.4936; 14.3341; 14.1824; 14.0402; 13.9094; 13.7913; 13.6873; 13.5988; 13.5267; 13.4719; 13.435; 13.4164; 13.4164; 
429(17.16); 16.5762; 16.5762; 16.5577; 16.521; 16.4664; 16.3946; 16.3065; 16.2031; 16.0856; 15.9553; 15.8138; 15.6628; 15.504; 15.3393; 15.1707; 15; 14.8293; 14.6607; 14.496; 14.3372; 14.1862; 14.0447; 13.9144; 13.7969; 13.6935; 13.6054; 13.5336; 13.479; 13.4423; 13.4238; 13.4238; 
430(17.2); 16.5689; 16.5689; 16.5505; 16.5139; 16.4596; 16.3881; 16.3004; 16.1975; 16.0805; 15.9508; 15.81; 15.6597; 15.5017; 15.3378; 15.1699; 15; 14.8301; 14.6622; 14.4983; 14.3403; 14.19; 14.0492; 13.9195; 13.8025; 13.6996; 13.6119; 13.5404; 13.4861; 13.4495; 13.4311; 13.4311; 
431(17.24); 16.5615; 16.5615; 16.5432; 16.5068; 16.4528; 16.3817; 16.2944; 16.1919; 16.0754; 15.9464; 15.8062; 15.6566; 15.4993; 15.3362; 15.1691; 15; 14.8309; 14.6638; 14.5007; 14.3434; 14.1938; 14.0536; 13.9246; 13.8081; 13.7056; 13.6183; 13.5472; 13.4932; 13.4568; 13.4385; 13.4385; 
