Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
1424(71.2); 15.0027; 15.0027; 15.0027; 15.0026; 15.0025; 15.0024; 15.0023; 15.0021; 15.0019; 15.0017; 15.0014; 15.0011; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9989; 14.9986; 14.9983; 14.9981; 14.9979; 14.9977; 14.9976; 14.9975; 14.9974; 14.9973; 14.9973; 14.9973; 
1425(71.25); 15.0027; 15.0027; 15.0027; 15.0026; 15.0025; 15.0024; 15.0022; 15.0021; 15.0019; 15.0016; 15.0014; 15.0011; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9989; 14.9986; 14.9984; 14.9981; 14.9979; 14.9978; 14.9976; 14.9975; 14.9974; 14.9973; 14.9973; 14.9973; 
1426(71.3); 15.0027; 15.0027; 15.0027; 15.0026; 15.0025; 15.0024; 15.0022; 15.0021; 15.0019; 15.0016; 15.0014; 15.0011; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9989; 14.9986; 14.9984; 14.9981; 14.9979; 14.9978; 14.9976; 14.9975; 14.9974; 14.9973; 14.9973; 14.9973; 
1427(71.35); 15.0027; 15.0027; 15.0026; 15.0026; 15.0025; 15.0024; 15.0022; 15.002; 15.0018; 15.0016; 15.0014; 15.0011; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9989; 14.9986; 14.9984; 14.9982; 14.998; 14.9978; 14.9976; 14.9975; 14.9974; 14.9974; 14.9973; 14.9973; 
1428(71.4); 15.0027; 15.0027; 15.0026; 15.0026; 15.0025; 15.0024; 15.0022; 15.002; 15.0018; 15.0016; 15.0014; 15.0011; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9989; 14.9986; 14.9984; 14.9982; 14.998; 14.9978; 14.9976; 14.9975; 14.9974; 14.9974; 14.9973; 14.9973; 
1429(71.45); 15.0026; 15.0026; 15.0026; 15.0026; 15.0025; 15.0023; 15.0022; 15.002; 15.0018; 15.0016; 15.0014; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9986; 14.9984; 14.9982; 14.998; 14.9978; 14.9977; 14.9975; 14.9974; 14.9974; 14.9974; 14.9974; 
1430(71.5); 15.0026; 15.0026; 15.0026; 15.0025; 15.0025; 15.0023; 15.0022; 15.002; 15.0018; 15.0016; 15.0014; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9986; 14.9984; 14.9982; 14.998; 14.9978; 14.9977; 14.9975; 14.9975; 14.9974; 14.9974; 14.9974; 
1431(71.55); 15.0026; 15.0026; 15.0026; 15.0025; 15.0024; 15.0023; 15.0022; 15.002; 15.0018; 15.0016; 15.0014; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9986; 14.9984; 14.9982; 14.998; 14.9978; 14.9977; 14.9976; 14.9975; 14.9974; 14.9974; 14.9974; 
1432(71.6); 15.0026; 15.0026; 15.0026; 15.0025; 15.0024; 15.0023; 15.0022; 15.002; 15.0018; 15.0016; 15.0013; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9987; 14.9984; 14.9982; 14.998; 14.9978; 14.9977; 14.9976; 14.9975; 14.9974; 14.9974; 14.9974; 
1433(71.65); 15.0026; 15.0026; 15.0026; 15.0025; 15.0024; 15.0023; 15.0021; 15.002; 15.0018; 15.0016; 15.0013; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9987; 14.9984; 14.9982; 14.998; 14.9979; 14.9977; 14.9976; 14.9975; 14.9974; 14.9974; 14.9974; 
1434(71.7); 15.0026; 15.0026; 15.0025; 15.0025; 15.0024; 15.0023; 15.0021; 15.002; 15.0018; 15.0016; 15.0013; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9987; 14.9984; 14.9982; 14.998; 14.9979; 14.9977; 14.9976; 14.9975; 14.9975; 14.9974; 14.9974; 
1435(71.75); 15.0026; 15.0026; 15.0025; 15.0025; 15.0024; 15.0023; 15.0021; 15.002; 15.0018; 15.0015; 15.0013; 15.0011; 15.0008; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9992; 14.9989; 14.9987; 14.9985; 14.9982; 14.998; 14.9979; 14.9977; 14.9976; 14.9975; 14.9975; 14.9974; 14.9974; 
1436(71.8); 15.0025; 15.0025; 15.0025; 15.0025; 15.0024; 15.0022; 15.0021; 15.0019; 15.0018; 15.0015; 15.0013; 15.0011; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.9989; 14.9987; 14.9985; 14.9982; 14.9981; 14.9979; 14.9978; 14.9976; 14.9975; 14.9975; 14.9975; 14.9975; 
1437(71.85); 15.0025; 15.0025; 15.0025; 15.0024; 15.0024; 15.0022; 15.0021; 15.0019; 15.0017; 15.0015; 15.0013; 15.0011; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.9989; 14.9987; 14.9985; 14.9983; 14.9981; 14.9979; 14.9978; 14.9976; 14.9976; 14.9975; 14.9975; 14.9975; 
1438(71.9); 15.0025; 15.0025; 15.0025; 15.0024; 15.0023; 15.0022; 15.0021; 15.0019; 15.0017; 15.0015; 15.0013; 15.0011; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.9989; 14.9987; 14.9985; 14.9983; 14.9981; 14.9979; 14.9978; 14.9977; 14.9976; 14.9975; 14.9975; 14.9975; 
1439(71.95); 15.0025; 15.0025; 15.0025; 15.0024; 15.0023; 15.0022; 15.0021; 15.0019; 15.0017; 15.0015; 15.0013; 15.0011; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.9989; 14.9987; 14.9985; 14.9983; 14.9981; 14.9979; 14.9978; 14.9977; 14.9976; 14.9975; 14.9975; 14.9975; 
1440(72); 15.0025; 15.0025; 15.0025; 15.0024; 15.0023; 15.0022; 15.0021; 15.0019; 15.0017; 15.0015; 15.0013; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9987; 14.9985; 14.9983; 14.9981; 14.9979; 14.9978; 14.9977; 14.9976; 14.9975; 14.9975; 14.9975; 
1441(72.05); 15.0025; 15.0025; 15.0024; 15.0024; 15.0023; 15.0022; 15.002; 15.0019; 15.0017; 15.0015; 15.0013; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9987; 14.9985; 14.9983; 14.9981; 14.998; 14.9978; 14.9977; 14.9976; 14.9976; 14.9975; 14.9975; 
1442(72.1); 15.0025; 15.0025; 15.0024; 15.0024; 15.0023; 15.0022; 15.002; 15.0019; 15.0017; 15.0015; 15.0013; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9987; 14.9985; 14.9983; 14.9981; 14.998; 14.9978; 14.9977; 14.9976; 14.9976; 14.9975; 14.9975; 
1443(72.15); 15.0024; 15.0024; 15.0024; 15.0024; 15.0023; 15.0022; 15.002; 15.0019; 15.0017; 15.0015; 15.0013; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9987; 14.9985; 14.9983; 14.9981; 14.998; 14.9978; 14.9977; 14.9976; 14.9976; 14.9976; 14.9976; 
1444(72.2); 15.0024; 15.0024; 15.0024; 15.0023; 15.0023; 15.0021; 15.002; 15.0019; 15.0017; 15.0015; 15.0013; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9987; 14.9985; 14.9983; 14.9981; 14.998; 14.9979; 14.9977; 14.9977; 14.9976; 14.9976; 14.9976; 
1445(72.25); 15.0024; 15.0024; 15.0024; 15.0023; 15.0022; 15.0021; 15.002; 15.0018; 15.0017; 15.0015; 15.0012; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9988; 14.9985; 14.9983; 14.9982; 14.998; 14.9979; 14.9978; 14.9977; 14.9976; 14.9976; 14.9976; 
1446(72.3); 15.0024; 15.0024; 15.0024; 15.0023; 15.0022; 15.0021; 15.002; 15.0018; 15.0017; 15.0015; 15.0012; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9988; 14.9985; 14.9983; 14.9982; 14.998; 14.9979; 14.9978; 14.9977; 14.9976; 14.9976; 14.9976; 
1447(72.35); 15.0024; 15.0024; 15.0024; 15.0023; 15.0022; 15.0021; 15.002; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.998; 14.9979; 14.9978; 14.9977; 14.9976; 14.9976; 14.9976; 
1448(72.4); 15.0024; 15.0024; 15.0023; 15.0023; 15.0022; 15.0021; 15.002; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.998; 14.9979; 14.9978; 14.9977; 14.9977; 14.9976; 14.9976; 
1449(72.45); 15.0024; 15.0024; 15.0023; 15.0023; 15.0022; 15.0021; 15.002; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0008; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9992; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.998; 14.9979; 14.9978; 14.9977; 14.9977; 14.9976; 14.9976; 
1450(72.5); 15.0023; 15.0023; 15.0023; 15.0023; 15.0022; 15.0021; 15.0019; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.9981; 14.9979; 14.9978; 14.9977; 14.9977; 14.9977; 14.9977; 
1451(72.55); 15.0023; 15.0023; 15.0023; 15.0022; 15.0022; 15.0021; 15.0019; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.9981; 14.9979; 14.9978; 14.9978; 14.9977; 14.9977; 14.9977; 
1452(72.6); 15.0023; 15.0023; 15.0023; 15.0022; 15.0022; 15.002; 15.0019; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0003; 15; 14.9997; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.9981; 14.998; 14.9978; 14.9978; 14.9977; 14.9977; 14.9977; 
1453(72.65); 15.0023; 15.0023; 15.0023; 15.0022; 15.0021; 15.002; 15.0019; 15.0018; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9982; 14.9981; 14.998; 14.9979; 14.9978; 14.9977; 14.9977; 14.9977; 
1454(72.7); 15.0023; 15.0023; 15.0023; 15.0022; 15.0021; 15.002; 15.0019; 15.0017; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9983; 14.9981; 14.998; 14.9979; 14.9978; 14.9977; 14.9977; 14.9977; 
1455(72.75); 15.0023; 15.0023; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0017; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9983; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9977; 14.9977; 
1456(72.8); 15.0023; 15.0023; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0017; 15.0016; 15.0014; 15.0012; 15.001; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.999; 14.9988; 14.9986; 14.9984; 14.9983; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9977; 14.9977; 
1457(72.85); 15.0022; 15.0022; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0017; 15.0015; 15.0014; 15.0012; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9988; 14.9986; 14.9985; 14.9983; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9978; 14.9978; 
1458(72.9); 15.0022; 15.0022; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0017; 15.0015; 15.0014; 15.0012; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9988; 14.9986; 14.9985; 14.9983; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9978; 14.9978; 
1459(72.95); 15.0022; 15.0022; 15.0022; 15.0021; 15.0021; 15.002; 15.0018; 15.0017; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9983; 14.9982; 14.998; 14.9979; 14.9979; 14.9978; 14.9978; 14.9978; 
1460(73); 15.0022; 15.0022; 15.0022; 15.0021; 15.0021; 15.002; 15.0018; 15.0017; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9983; 14.9982; 14.998; 14.9979; 14.9979; 14.9978; 14.9978; 14.9978; 
1461(73.05); 15.0022; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0018; 15.0017; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9983; 14.9982; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9978; 
1462(73.1); 15.0022; 15.0022; 15.0022; 15.0021; 15.002; 15.0019; 15.0018; 15.0017; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9983; 14.9982; 14.9981; 14.998; 14.9979; 14.9978; 14.9978; 14.9978; 
1463(73.15); 15.0022; 15.0022; 15.0021; 15.0021; 15.002; 15.0019; 15.0018; 15.0017; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9983; 14.9982; 14.9981; 14.998; 14.9979; 14.9979; 14.9978; 14.9978; 
1464(73.2); 15.0022; 15.0022; 15.0021; 15.0021; 15.002; 15.0019; 15.0018; 15.0016; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9984; 14.9982; 14.9981; 14.998; 14.9979; 14.9979; 14.9978; 14.9978; 
1465(73.25); 15.0021; 15.0021; 15.0021; 15.0021; 15.002; 15.0019; 15.0018; 15.0016; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9984; 14.9982; 14.9981; 14.998; 14.9979; 14.9979; 14.9979; 14.9979; 
1466(73.3); 15.0021; 15.0021; 15.0021; 15.0021; 15.002; 15.0019; 15.0018; 15.0016; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9984; 14.9982; 14.9981; 14.998; 14.9979; 14.9979; 14.9979; 14.9979; 
1467(73.35); 15.0021; 15.0021; 15.0021; 15.002; 15.002; 15.0019; 15.0018; 15.0016; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9984; 14.9982; 14.9981; 14.998; 14.998; 14.9979; 14.9979; 14.9979; 
1468(73.4); 15.0021; 15.0021; 15.0021; 15.002; 15.002; 15.0019; 15.0017; 15.0016; 15.0015; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9985; 14.9984; 14.9983; 14.9981; 14.998; 14.998; 14.9979; 14.9979; 14.9979; 
1469(73.45); 15.0021; 15.0021; 15.0021; 15.002; 15.0019; 15.0019; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.0009; 15.0007; 15.0005; 15.0002; 15; 14.9998; 14.9995; 14.9993; 14.9991; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9981; 14.9981; 14.998; 14.9979; 14.9979; 14.9979; 
1470(73.5); 15.0021; 15.0021; 15.0021; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.0009; 15.0007; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9993; 14.9991; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.9979; 14.9979; 14.9979; 
1471(73.55); 15.0021; 15.0021; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.0009; 15.0007; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9993; 14.9991; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.9979; 14.9979; 
1472(73.6); 15.0021; 15.0021; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0014; 15.0012; 15.0011; 15.0009; 15.0007; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9993; 14.9991; 14.9989; 14.9988; 14.9986; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.9979; 14.9979; 
1473(73.65); 15.002; 15.002; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0014; 15.0012; 15.0011; 15.0009; 15.0007; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9993; 14.9991; 14.9989; 14.9988; 14.9986; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.998; 14.998; 
1474(73.7); 15.002; 15.002; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0014; 15.0012; 15.001; 15.0009; 15.0007; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9993; 14.9991; 14.999; 14.9988; 14.9986; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.998; 14.998; 
1475(73.75); 15.002; 15.002; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0015; 15.0014; 15.0012; 15.001; 15.0009; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9991; 14.999; 14.9988; 14.9986; 14.9985; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.998; 14.998; 
1476(73.8); 15.002; 15.002; 15.002; 15.0019; 15.0019; 15.0018; 15.0017; 15.0015; 15.0014; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9986; 14.9985; 14.9983; 14.9982; 14.9981; 14.9981; 14.998; 14.998; 14.998; 
1477(73.85); 15.002; 15.002; 15.002; 15.0019; 15.0019; 15.0018; 15.0017; 15.0015; 15.0014; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9986; 14.9985; 14.9983; 14.9982; 14.9981; 14.9981; 14.998; 14.998; 14.998; 
1478(73.9); 15.002; 15.002; 15.002; 15.0019; 15.0018; 15.0018; 15.0016; 15.0015; 15.0014; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9986; 14.9985; 14.9984; 14.9982; 14.9982; 14.9981; 14.998; 14.998; 14.998; 
1479(73.95); 15.002; 15.002; 15.002; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.998; 14.998; 14.998; 
1480(74); 15.002; 15.002; 15.0019; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.9981; 14.998; 14.998; 
1481(74.05); 15.002; 15.002; 15.0019; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0013; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9987; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.9981; 14.998; 14.998; 
1482(74.1); 15.0019; 15.0019; 15.0019; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0013; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9987; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.9981; 14.9981; 14.9981; 
1483(74.15); 15.0019; 15.0019; 15.0019; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0013; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9987; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.9981; 14.9981; 14.9981; 
1484(74.2); 15.0019; 15.0019; 15.0019; 15.0019; 15.0018; 15.0017; 15.0016; 15.0015; 15.0013; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9987; 14.9985; 14.9984; 14.9983; 14.9982; 14.9981; 14.9981; 14.9981; 14.9981; 
1485(74.25); 15.0019; 15.0019; 15.0019; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0013; 15.0012; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9988; 14.9987; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9981; 14.9981; 14.9981; 
1486(74.3); 15.0019; 15.0019; 15.0019; 15.0018; 15.0018; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9982; 14.9982; 14.9981; 14.9981; 14.9981; 
1487(74.35); 15.0019; 15.0019; 15.0019; 15.0018; 15.0018; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9982; 14.9982; 14.9981; 14.9981; 14.9981; 
1488(74.4); 15.0019; 15.0019; 15.0019; 15.0018; 15.0017; 15.0017; 15.0016; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9984; 14.9983; 14.9983; 14.9982; 14.9981; 14.9981; 14.9981; 
1489(74.45); 15.0019; 15.0019; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9981; 14.9981; 
1490(74.5); 15.0019; 15.0019; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9981; 14.9981; 
1491(74.55); 15.0018; 15.0018; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0013; 15.0011; 15.001; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.999; 14.9989; 14.9987; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9982; 14.9982; 
1492(74.6); 15.0018; 15.0018; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0013; 15.0011; 15.0009; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.9991; 14.9989; 14.9987; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9982; 14.9982; 
1493(74.65); 15.0018; 15.0018; 15.0018; 15.0018; 15.0017; 15.0016; 15.0015; 15.0014; 15.0013; 15.0011; 15.0009; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.9991; 14.9989; 14.9987; 14.9986; 14.9985; 14.9984; 14.9983; 14.9982; 14.9982; 14.9982; 14.9982; 
1494(74.7); 15.0018; 15.0018; 15.0018; 15.0017; 15.0017; 15.0016; 15.0015; 15.0014; 15.0012; 15.0011; 15.0009; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.9991; 14.9989; 14.9988; 14.9986; 14.9985; 14.9984; 14.9983; 14.9983; 14.9982; 14.9982; 14.9982; 
1495(74.75); 15.0018; 15.0018; 15.0018; 15.0017; 15.0017; 15.0016; 15.0015; 15.0014; 15.0012; 15.0011; 15.0009; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.9991; 14.9989; 14.9988; 14.9986; 14.9985; 14.9984; 14.9983; 14.9983; 14.9982; 14.9982; 14.9982; 
1496(74.8); 15.0018; 15.0018; 15.0018; 15.0017; 15.0017; 15.0016; 15.0015; 15.0014; 15.0012; 15.0011; 15.0009; 15.0008; 15.0006; 15.0004; 15.0002; 15; 14.9998; 14.9996; 14.9994; 14.9992; 14.9991; 14.9989; 14.9988; 14.9986; 14.9985; 14.9984; 14.9983; 14.9983; 14.9982; 14.9982; 14.9982; 
