Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
1351(67.55); 15.0042; 15.0042; 15.0041; 15.004; 15.0039; 15.0037; 15.0035; 15.0032; 15.0029; 15.0025; 15.0022; 15.0018; 15.0013; 15.0009; 15.0005; 15; 14.9995; 14.9991; 14.9987; 14.9982; 14.9978; 14.9975; 14.9971; 14.9968; 14.9965; 14.9963; 14.9961; 14.996; 14.9959; 14.9958; 14.9958; 
1352(67.6); 15.0042; 15.0042; 15.0041; 15.004; 15.0039; 15.0037; 15.0035; 15.0032; 15.0029; 15.0025; 15.0022; 15.0018; 15.0013; 15.0009; 15.0005; 15; 14.9995; 14.9991; 14.9987; 14.9982; 14.9978; 14.9975; 14.9971; 14.9968; 14.9965; 14.9963; 14.9961; 14.996; 14.9959; 14.9958; 14.9958; 
1353(67.65); 15.0041; 15.0041; 15.0041; 15.004; 15.0039; 15.0037; 15.0034; 15.0032; 15.0029; 15.0025; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9975; 14.9971; 14.9968; 14.9966; 14.9963; 14.9961; 14.996; 14.9959; 14.9959; 14.9959; 
1354(67.7); 15.0041; 15.0041; 15.0041; 15.004; 15.0038; 15.0036; 15.0034; 15.0031; 15.0028; 15.0025; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9975; 14.9972; 14.9969; 14.9966; 14.9964; 14.9962; 14.996; 14.9959; 14.9959; 14.9959; 
1355(67.75); 15.0041; 15.0041; 15.004; 15.0039; 15.0038; 15.0036; 15.0034; 15.0031; 15.0028; 15.0025; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9975; 14.9972; 14.9969; 14.9966; 14.9964; 14.9962; 14.9961; 14.996; 14.9959; 14.9959; 
1356(67.8); 15.0041; 15.0041; 15.004; 15.0039; 15.0038; 15.0036; 15.0034; 15.0031; 15.0028; 15.0025; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9975; 14.9972; 14.9969; 14.9966; 14.9964; 14.9962; 14.9961; 14.996; 14.9959; 14.9959; 
1357(67.85); 15.004; 15.004; 15.004; 15.0039; 15.0038; 15.0036; 15.0034; 15.0031; 15.0028; 15.0025; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9975; 14.9972; 14.9969; 14.9966; 14.9964; 14.9962; 14.9961; 14.996; 14.996; 14.996; 
1358(67.9); 15.004; 15.004; 15.004; 15.0039; 15.0037; 15.0036; 15.0033; 15.0031; 15.0028; 15.0024; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9976; 14.9972; 14.9969; 14.9967; 14.9964; 14.9963; 14.9961; 14.996; 14.996; 14.996; 
1359(67.95); 15.004; 15.004; 15.004; 15.0039; 15.0037; 15.0035; 15.0033; 15.0031; 15.0028; 15.0024; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9976; 14.9972; 14.9969; 14.9967; 14.9965; 14.9963; 14.9961; 14.996; 14.996; 14.996; 
1360(68); 15.004; 15.004; 15.0039; 15.0038; 15.0037; 15.0035; 15.0033; 15.003; 15.0027; 15.0024; 15.0021; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.9979; 14.9976; 14.9973; 14.997; 14.9967; 14.9965; 14.9963; 14.9962; 14.9961; 14.996; 14.996; 
1361(68.05); 15.004; 15.004; 15.0039; 15.0038; 15.0037; 15.0035; 15.0033; 15.003; 15.0027; 15.0024; 15.002; 15.0017; 15.0013; 15.0009; 15.0004; 15; 14.9996; 14.9991; 14.9987; 14.9983; 14.998; 14.9976; 14.9973; 14.997; 14.9967; 14.9965; 14.9963; 14.9962; 14.9961; 14.996; 14.996; 
1362(68.1); 15.0039; 15.0039; 15.0039; 15.0038; 15.0037; 15.0035; 15.0033; 15.003; 15.0027; 15.0024; 15.002; 15.0017; 15.0013; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9987; 14.9983; 14.998; 14.9976; 14.9973; 14.997; 14.9967; 14.9965; 14.9963; 14.9962; 14.9961; 14.9961; 14.9961; 
1363(68.15); 15.0039; 15.0039; 15.0039; 15.0038; 15.0036; 15.0035; 15.0032; 15.003; 15.0027; 15.0024; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9976; 14.9973; 14.997; 14.9968; 14.9965; 14.9964; 14.9962; 14.9961; 14.9961; 14.9961; 
1364(68.2); 15.0039; 15.0039; 15.0038; 15.0037; 15.0036; 15.0034; 15.0032; 15.003; 15.0027; 15.0024; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9976; 14.9973; 14.997; 14.9968; 14.9966; 14.9964; 14.9963; 14.9962; 14.9961; 14.9961; 
1365(68.25); 15.0039; 15.0039; 15.0038; 15.0037; 15.0036; 15.0034; 15.0032; 15.0029; 15.0027; 15.0023; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9977; 14.9973; 14.9971; 14.9968; 14.9966; 14.9964; 14.9963; 14.9962; 14.9961; 14.9961; 
1366(68.3); 15.0038; 15.0038; 15.0038; 15.0037; 15.0036; 15.0034; 15.0032; 15.0029; 15.0026; 15.0023; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9977; 14.9974; 14.9971; 14.9968; 14.9966; 14.9964; 14.9963; 14.9962; 14.9962; 14.9962; 
1367(68.35); 15.0038; 15.0038; 15.0038; 15.0037; 15.0035; 15.0034; 15.0032; 15.0029; 15.0026; 15.0023; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9977; 14.9974; 14.9971; 14.9968; 14.9966; 14.9965; 14.9963; 14.9962; 14.9962; 14.9962; 
1368(68.4); 15.0038; 15.0038; 15.0037; 15.0037; 15.0035; 15.0034; 15.0031; 15.0029; 15.0026; 15.0023; 15.002; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.998; 14.9977; 14.9974; 14.9971; 14.9969; 14.9966; 14.9965; 14.9963; 14.9963; 14.9962; 14.9962; 
1369(68.45); 15.0038; 15.0038; 15.0037; 15.0036; 15.0035; 15.0033; 15.0031; 15.0029; 15.0026; 15.0023; 15.0019; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.9981; 14.9977; 14.9974; 14.9971; 14.9969; 14.9967; 14.9965; 14.9964; 14.9963; 14.9962; 14.9962; 
1370(68.5); 15.0037; 15.0037; 15.0037; 15.0036; 15.0035; 15.0033; 15.0031; 15.0029; 15.0026; 15.0023; 15.0019; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.9981; 14.9977; 14.9974; 14.9971; 14.9969; 14.9967; 14.9965; 14.9964; 14.9963; 14.9963; 14.9963; 
1371(68.55); 15.0037; 15.0037; 15.0037; 15.0036; 15.0035; 15.0033; 15.0031; 15.0028; 15.0026; 15.0023; 15.0019; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.9981; 14.9977; 14.9974; 14.9972; 14.9969; 14.9967; 14.9965; 14.9964; 14.9963; 14.9963; 14.9963; 
1372(68.6); 15.0037; 15.0037; 15.0037; 15.0036; 15.0034; 15.0033; 15.0031; 15.0028; 15.0026; 15.0022; 15.0019; 15.0016; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9984; 14.9981; 14.9978; 14.9974; 14.9972; 14.9969; 14.9967; 14.9966; 14.9964; 14.9963; 14.9963; 14.9963; 
1373(68.65); 15.0037; 15.0037; 15.0036; 15.0036; 15.0034; 15.0033; 15.0031; 15.0028; 15.0025; 15.0022; 15.0019; 15.0015; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9985; 14.9981; 14.9978; 14.9975; 14.9972; 14.9969; 14.9967; 14.9966; 14.9964; 14.9964; 14.9963; 14.9963; 
1374(68.7); 15.0037; 15.0037; 15.0036; 15.0035; 15.0034; 15.0032; 15.003; 15.0028; 15.0025; 15.0022; 15.0019; 15.0015; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9985; 14.9981; 14.9978; 14.9975; 14.9972; 14.997; 14.9968; 14.9966; 14.9965; 14.9964; 14.9963; 14.9963; 
1375(68.75); 15.0036; 15.0036; 15.0036; 15.0035; 15.0034; 15.0032; 15.003; 15.0028; 15.0025; 15.0022; 15.0019; 15.0015; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9985; 14.9981; 14.9978; 14.9975; 14.9972; 14.997; 14.9968; 14.9966; 14.9965; 14.9964; 14.9964; 14.9964; 
1376(68.8); 15.0036; 15.0036; 15.0036; 15.0035; 15.0034; 15.0032; 15.003; 15.0028; 15.0025; 15.0022; 15.0019; 15.0015; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9985; 14.9981; 14.9978; 14.9975; 14.9972; 14.997; 14.9968; 14.9966; 14.9965; 14.9964; 14.9964; 14.9964; 
1377(68.85); 15.0036; 15.0036; 15.0036; 15.0035; 15.0033; 15.0032; 15.003; 15.0027; 15.0025; 15.0022; 15.0019; 15.0015; 15.0012; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9988; 14.9985; 14.9981; 14.9978; 14.9975; 14.9973; 14.997; 14.9968; 14.9967; 14.9965; 14.9964; 14.9964; 14.9964; 
1378(68.9); 15.0036; 15.0036; 15.0035; 15.0035; 15.0033; 15.0032; 15.003; 15.0027; 15.0025; 15.0022; 15.0018; 15.0015; 15.0011; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9989; 14.9985; 14.9982; 14.9978; 14.9975; 14.9973; 14.997; 14.9968; 14.9967; 14.9965; 14.9965; 14.9964; 14.9964; 
1379(68.95); 15.0036; 15.0036; 15.0035; 15.0034; 15.0033; 15.0031; 15.0029; 15.0027; 15.0024; 15.0022; 15.0018; 15.0015; 15.0011; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9989; 14.9985; 14.9982; 14.9978; 14.9976; 14.9973; 14.9971; 14.9969; 14.9967; 14.9966; 14.9965; 14.9964; 14.9964; 
1380(69); 15.0035; 15.0035; 15.0035; 15.0034; 15.0033; 15.0031; 15.0029; 15.0027; 15.0024; 15.0021; 15.0018; 15.0015; 15.0011; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9989; 14.9985; 14.9982; 14.9979; 14.9976; 14.9973; 14.9971; 14.9969; 14.9967; 14.9966; 14.9965; 14.9965; 14.9965; 
1381(69.05); 15.0035; 15.0035; 15.0035; 15.0034; 15.0033; 15.0031; 15.0029; 15.0027; 15.0024; 15.0021; 15.0018; 15.0015; 15.0011; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9989; 14.9985; 14.9982; 14.9979; 14.9976; 14.9973; 14.9971; 14.9969; 14.9967; 14.9966; 14.9965; 14.9965; 14.9965; 
1382(69.1); 15.0035; 15.0035; 15.0035; 15.0034; 15.0032; 15.0031; 15.0029; 15.0027; 15.0024; 15.0021; 15.0018; 15.0015; 15.0011; 15.0008; 15.0004; 15; 14.9996; 14.9992; 14.9989; 14.9985; 14.9982; 14.9979; 14.9976; 14.9973; 14.9971; 14.9969; 14.9968; 14.9966; 14.9965; 14.9965; 14.9965; 
1383(69.15); 15.0035; 15.0035; 15.0034; 15.0034; 15.0032; 15.0031; 15.0029; 15.0027; 15.0024; 15.0021; 15.0018; 15.0015; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9985; 14.9982; 14.9979; 14.9976; 14.9973; 14.9971; 14.9969; 14.9968; 14.9966; 14.9966; 14.9965; 14.9965; 
1384(69.2); 15.0035; 15.0035; 15.0034; 15.0033; 15.0032; 15.0031; 15.0029; 15.0026; 15.0024; 15.0021; 15.0018; 15.0015; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9985; 14.9982; 14.9979; 14.9976; 14.9974; 14.9971; 14.9969; 14.9968; 14.9967; 14.9966; 14.9965; 14.9965; 
1385(69.25); 15.0034; 15.0034; 15.0034; 15.0033; 15.0032; 15.003; 15.0028; 15.0026; 15.0024; 15.0021; 15.0018; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9982; 14.9979; 14.9976; 14.9974; 14.9972; 14.997; 14.9968; 14.9967; 14.9966; 14.9966; 14.9966; 
1386(69.3); 15.0034; 15.0034; 15.0034; 15.0033; 15.0032; 15.003; 15.0028; 15.0026; 15.0023; 15.0021; 15.0018; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9982; 14.9979; 14.9977; 14.9974; 14.9972; 14.997; 14.9968; 14.9967; 14.9966; 14.9966; 14.9966; 
1387(69.35); 15.0034; 15.0034; 15.0034; 15.0033; 15.0032; 15.003; 15.0028; 15.0026; 15.0023; 15.0021; 15.0018; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9982; 14.9979; 14.9977; 14.9974; 14.9972; 14.997; 14.9968; 14.9967; 14.9966; 14.9966; 14.9966; 
1388(69.4); 15.0034; 15.0034; 15.0033; 15.0033; 15.0031; 15.003; 15.0028; 15.0026; 15.0023; 15.002; 15.0017; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9983; 14.998; 14.9977; 14.9974; 14.9972; 14.997; 14.9969; 14.9967; 14.9967; 14.9966; 14.9966; 
1389(69.45); 15.0034; 15.0034; 15.0033; 15.0032; 15.0031; 15.003; 15.0028; 15.0026; 15.0023; 15.002; 15.0017; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9983; 14.998; 14.9977; 14.9974; 14.9972; 14.997; 14.9969; 14.9968; 14.9967; 14.9966; 14.9966; 
1390(69.5); 15.0033; 15.0033; 15.0033; 15.0032; 15.0031; 15.0029; 15.0028; 15.0025; 15.0023; 15.002; 15.0017; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9983; 14.998; 14.9977; 14.9975; 14.9972; 14.9971; 14.9969; 14.9968; 14.9967; 14.9967; 14.9967; 
1391(69.55); 15.0033; 15.0033; 15.0033; 15.0032; 15.0031; 15.0029; 15.0027; 15.0025; 15.0023; 15.002; 15.0017; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9983; 14.998; 14.9977; 14.9975; 14.9973; 14.9971; 14.9969; 14.9968; 14.9967; 14.9967; 14.9967; 
1392(69.6); 15.0033; 15.0033; 15.0033; 15.0032; 15.0031; 15.0029; 15.0027; 15.0025; 15.0023; 15.002; 15.0017; 15.0014; 15.0011; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.9989; 14.9986; 14.9983; 14.998; 14.9977; 14.9975; 14.9973; 14.9971; 14.9969; 14.9968; 14.9967; 14.9967; 14.9967; 
1393(69.65); 15.0033; 15.0033; 15.0032; 15.0032; 15.003; 15.0029; 15.0027; 15.0025; 15.0023; 15.002; 15.0017; 15.0014; 15.001; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.999; 14.9986; 14.9983; 14.998; 14.9977; 14.9975; 14.9973; 14.9971; 14.997; 14.9968; 14.9968; 14.9967; 14.9967; 
1394(69.7); 15.0033; 15.0033; 15.0032; 15.0031; 15.003; 15.0029; 15.0027; 15.0025; 15.0022; 15.002; 15.0017; 15.0014; 15.001; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.999; 14.9986; 14.9983; 14.998; 14.9978; 14.9975; 14.9973; 14.9971; 14.997; 14.9969; 14.9968; 14.9967; 14.9967; 
1395(69.75); 15.0032; 15.0032; 15.0032; 15.0031; 15.003; 15.0029; 15.0027; 15.0025; 15.0022; 15.002; 15.0017; 15.0014; 15.001; 15.0007; 15.0004; 15; 14.9996; 14.9993; 14.999; 14.9986; 14.9983; 14.998; 14.9978; 14.9975; 14.9973; 14.9971; 14.997; 14.9969; 14.9968; 14.9968; 14.9968; 
1396(69.8); 15.0032; 15.0032; 15.0032; 15.0031; 15.003; 15.0028; 15.0027; 15.0025; 15.0022; 15.0019; 15.0017; 15.0014; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9986; 14.9983; 14.9981; 14.9978; 14.9975; 14.9973; 14.9972; 14.997; 14.9969; 14.9968; 14.9968; 14.9968; 
1397(69.85); 15.0032; 15.0032; 15.0032; 15.0031; 15.003; 15.0028; 15.0027; 15.0024; 15.0022; 15.0019; 15.0017; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9983; 14.9981; 14.9978; 14.9976; 14.9973; 14.9972; 14.997; 14.9969; 14.9968; 14.9968; 14.9968; 
1398(69.9); 15.0032; 15.0032; 15.0031; 15.0031; 15.003; 15.0028; 15.0026; 15.0024; 15.0022; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9978; 14.9976; 14.9974; 14.9972; 14.997; 14.9969; 14.9969; 14.9968; 14.9968; 
1399(69.95); 15.0032; 15.0032; 15.0031; 15.003; 15.0029; 15.0028; 15.0026; 15.0024; 15.0022; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9978; 14.9976; 14.9974; 14.9972; 14.9971; 14.997; 14.9969; 14.9968; 14.9968; 
1400(70); 15.0031; 15.0031; 15.0031; 15.003; 15.0029; 15.0028; 15.0026; 15.0024; 15.0022; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9978; 14.9976; 14.9974; 14.9972; 14.9971; 14.997; 14.9969; 14.9969; 14.9969; 
1401(70.05); 15.0031; 15.0031; 15.0031; 15.003; 15.0029; 15.0028; 15.0026; 15.0024; 15.0022; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9978; 14.9976; 14.9974; 14.9972; 14.9971; 14.997; 14.9969; 14.9969; 14.9969; 
1402(70.1); 15.0031; 15.0031; 15.0031; 15.003; 15.0029; 15.0027; 15.0026; 15.0024; 15.0021; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9979; 14.9976; 14.9974; 14.9973; 14.9971; 14.997; 14.9969; 14.9969; 14.9969; 
1403(70.15); 15.0031; 15.0031; 15.0031; 15.003; 15.0029; 15.0027; 15.0026; 15.0024; 15.0021; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9979; 14.9976; 14.9974; 14.9973; 14.9971; 14.997; 14.9969; 14.9969; 14.9969; 
1404(70.2); 15.0031; 15.0031; 15.003; 15.003; 15.0029; 15.0027; 15.0025; 15.0023; 15.0021; 15.0019; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9981; 14.9979; 14.9977; 14.9975; 14.9973; 14.9971; 14.997; 14.997; 14.9969; 14.9969; 
1405(70.25); 15.0031; 15.0031; 15.003; 15.0029; 15.0028; 15.0027; 15.0025; 15.0023; 15.0021; 15.0018; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9982; 14.9979; 14.9977; 14.9975; 14.9973; 14.9972; 14.9971; 14.997; 14.9969; 14.9969; 
1406(70.3); 15.003; 15.003; 15.003; 15.0029; 15.0028; 15.0027; 15.0025; 15.0023; 15.0021; 15.0018; 15.0016; 15.0013; 15.001; 15.0007; 15.0003; 15; 14.9997; 14.9993; 14.999; 14.9987; 14.9984; 14.9982; 14.9979; 14.9977; 14.9975; 14.9973; 14.9972; 14.9971; 14.997; 14.997; 14.997; 
1407(70.35); 15.003; 15.003; 15.003; 15.0029; 15.0028; 15.0027; 15.0025; 15.0023; 15.0021; 15.0018; 15.0016; 15.0013; 15.001; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.999; 14.9987; 14.9984; 14.9982; 14.9979; 14.9977; 14.9975; 14.9973; 14.9972; 14.9971; 14.997; 14.997; 14.997; 
1408(70.4); 15.003; 15.003; 15.003; 15.0029; 15.0028; 15.0027; 15.0025; 15.0023; 15.0021; 15.0018; 15.0015; 15.0013; 15.001; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.999; 14.9987; 14.9985; 14.9982; 14.9979; 14.9977; 14.9975; 14.9973; 14.9972; 14.9971; 14.997; 14.997; 14.997; 
1409(70.45); 15.003; 15.003; 15.0029; 15.0029; 15.0028; 15.0026; 15.0025; 15.0023; 15.0021; 15.0018; 15.0015; 15.0013; 15.001; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.999; 14.9987; 14.9985; 14.9982; 14.9979; 14.9977; 14.9975; 14.9974; 14.9972; 14.9971; 14.9971; 14.997; 14.997; 
1410(70.5); 15.003; 15.003; 15.0029; 15.0029; 15.0028; 15.0026; 15.0025; 15.0023; 15.002; 15.0018; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9982; 14.998; 14.9977; 14.9975; 14.9974; 14.9972; 14.9971; 14.9971; 14.997; 14.997; 
1411(70.55); 15.0029; 15.0029; 15.0029; 15.0028; 15.0027; 15.0026; 15.0024; 15.0022; 15.002; 15.0018; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9982; 14.998; 14.9978; 14.9976; 14.9974; 14.9973; 14.9972; 14.9971; 14.9971; 14.9971; 
1412(70.6); 15.0029; 15.0029; 15.0029; 15.0028; 15.0027; 15.0026; 15.0024; 15.0022; 15.002; 15.0018; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9982; 14.998; 14.9978; 14.9976; 14.9974; 14.9973; 14.9972; 14.9971; 14.9971; 14.9971; 
1413(70.65); 15.0029; 15.0029; 15.0029; 15.0028; 15.0027; 15.0026; 15.0024; 15.0022; 15.002; 15.0018; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9982; 14.998; 14.9978; 14.9976; 14.9974; 14.9973; 14.9972; 14.9971; 14.9971; 14.9971; 
1414(70.7); 15.0029; 15.0029; 15.0029; 15.0028; 15.0027; 15.0026; 15.0024; 15.0022; 15.002; 15.0018; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9982; 14.998; 14.9978; 14.9976; 14.9974; 14.9973; 14.9972; 14.9971; 14.9971; 14.9971; 
1415(70.75); 15.0029; 15.0029; 15.0028; 15.0028; 15.0027; 15.0025; 15.0024; 15.0022; 15.002; 15.0017; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9983; 14.998; 14.9978; 14.9976; 14.9975; 14.9973; 14.9972; 14.9972; 14.9971; 14.9971; 
1416(70.8); 15.0029; 15.0029; 15.0028; 15.0028; 15.0027; 15.0025; 15.0024; 15.0022; 15.002; 15.0017; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9983; 14.998; 14.9978; 14.9976; 14.9975; 14.9973; 14.9972; 14.9972; 14.9971; 14.9971; 
1417(70.85); 15.0028; 15.0028; 15.0028; 15.0027; 15.0026; 15.0025; 15.0024; 15.0022; 15.002; 15.0017; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9983; 14.998; 14.9978; 14.9976; 14.9975; 14.9974; 14.9973; 14.9972; 14.9972; 14.9972; 
1418(70.9); 15.0028; 15.0028; 15.0028; 15.0027; 15.0026; 15.0025; 15.0023; 15.0022; 15.0019; 15.0017; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9983; 14.9981; 14.9978; 14.9977; 14.9975; 14.9974; 14.9973; 14.9972; 14.9972; 14.9972; 
1419(70.95); 15.0028; 15.0028; 15.0028; 15.0027; 15.0026; 15.0025; 15.0023; 15.0021; 15.0019; 15.0017; 15.0015; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9985; 14.9983; 14.9981; 14.9979; 14.9977; 14.9975; 14.9974; 14.9973; 14.9972; 14.9972; 14.9972; 
1420(71); 15.0028; 15.0028; 15.0028; 15.0027; 15.0026; 15.0025; 15.0023; 15.0021; 15.0019; 15.0017; 15.0014; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9986; 14.9983; 14.9981; 14.9979; 14.9977; 14.9975; 14.9974; 14.9973; 14.9972; 14.9972; 14.9972; 
1421(71.05); 15.0028; 15.0028; 15.0027; 15.0027; 15.0026; 15.0025; 15.0023; 15.0021; 15.0019; 15.0017; 15.0014; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9986; 14.9983; 14.9981; 14.9979; 14.9977; 14.9975; 14.9974; 14.9973; 14.9973; 14.9972; 14.9972; 
1422(71.1); 15.0028; 15.0028; 15.0027; 15.0027; 15.0026; 15.0024; 15.0023; 15.0021; 15.0019; 15.0017; 15.0014; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9986; 14.9983; 14.9981; 14.9979; 14.9977; 14.9976; 14.9974; 14.9973; 14.9973; 14.9972; 14.9972; 
1423(71.15); 15.0027; 15.0027; 15.0027; 15.0026; 15.0026; 15.0024; 15.0023; 15.0021; 15.0019; 15.0017; 15.0014; 15.0012; 15.0009; 15.0006; 15.0003; 15; 14.9997; 14.9994; 14.9991; 14.9988; 14.9986; 14.9983; 14.9981; 14.9979; 14.9977; 14.9976; 14.9974; 14.9974; 14.9973; 14.9973; 14.9973; 
